#    L    TT             EE             TE             PP             TP          
  1413   0.838207E+03   0.145754E+02  -0.550886E+02   0.137618E+06   0.241817E+02
  1414   0.838863E+03   0.144030E+02  -0.544921E+02   0.137400E+06   0.250000E+02
  1415   0.839465E+03   0.142330E+02  -0.538855E+02   0.137183E+06   0.258382E+02
  1416   0.840022E+03   0.140656E+02  -0.532692E+02   0.136966E+06   0.266950E+02
  1417   0.840525E+03   0.139009E+02  -0.526435E+02   0.136750E+06   0.275695E+02
  1418   0.840982E+03   0.137388E+02  -0.520086E+02   0.136534E+06   0.284604E+02
  1419   0.841386E+03   0.135795E+02  -0.513648E+02   0.136318E+06   0.293667E+02
  1420   0.841737E+03   0.134229E+02  -0.507125E+02   0.136103E+06   0.302872E+02
  1421   0.842035E+03   0.132691E+02  -0.500518E+02   0.135888E+06   0.312209E+02
  1422   0.842281E+03   0.131182E+02  -0.493830E+02   0.135674E+06   0.321667E+02
  1423   0.842481E+03   0.129702E+02  -0.487065E+02   0.135460E+06   0.331233E+02
  1424   0.842622E+03   0.128252E+02  -0.480224E+02   0.135246E+06   0.340898E+02
  1425   0.842709E+03   0.126832E+02  -0.473311E+02   0.135033E+06   0.350650E+02
  1426   0.842745E+03   0.125442E+02  -0.466328E+02   0.134820E+06   0.360478E+02
  1427   0.842721E+03   0.124082E+02  -0.459279E+02   0.134608E+06   0.370371E+02
  1428   0.842645E+03   0.122754E+02  -0.452165E+02   0.134396E+06   0.380317E+02
  1429   0.842517E+03   0.121457E+02  -0.444991E+02   0.134184E+06   0.390306E+02
  1430   0.842338E+03   0.120192E+02  -0.437759E+02   0.133973E+06   0.400326E+02
  1431   0.842099E+03   0.118960E+02  -0.430472E+02   0.133762E+06   0.410367E+02
  1432   0.841809E+03   0.117760E+02  -0.423132E+02   0.133551E+06   0.420417E+02
  1433   0.841460E+03   0.116593E+02  -0.415744E+02   0.133341E+06   0.430465E+02
  1434   0.841059E+03   0.115459E+02  -0.408309E+02   0.133131E+06   0.440500E+02
  1435   0.840600E+03   0.114359E+02  -0.400832E+02   0.132922E+06   0.450511E+02
  1436   0.840090E+03   0.113292E+02  -0.393315E+02   0.132713E+06   0.460486E+02
  1437   0.839522E+03   0.112259E+02  -0.385760E+02   0.132504E+06   0.470416E+02
  1438   0.838895E+03   0.111260E+02  -0.378172E+02   0.132296E+06   0.480288E+02
  1439   0.838217E+03   0.110297E+02  -0.370552E+02   0.132088E+06   0.490091E+02
  1440   0.837489E+03   0.109367E+02  -0.362905E+02   0.131881E+06   0.499815E+02
  1441   0.836704E+03   0.108473E+02  -0.355232E+02   0.131673E+06   0.509447E+02
  1442   0.835860E+03   0.107614E+02  -0.347537E+02   0.131467E+06   0.518978E+02
  1443   0.834959E+03   0.106789E+02  -0.339823E+02   0.131260E+06   0.528396E+02
  1444   0.834007E+03   0.106000E+02  -0.332093E+02   0.131054E+06   0.537690E+02
  1445   0.832998E+03   0.105247E+02  -0.324349E+02   0.130848E+06   0.546849E+02
  1446   0.831932E+03   0.104529E+02  -0.316594E+02   0.130643E+06   0.555861E+02
  1447   0.830816E+03   0.103847E+02  -0.308833E+02   0.130438E+06   0.564715E+02
  1448   0.829644E+03   0.103201E+02  -0.301067E+02   0.130233E+06   0.573401E+02
  1449   0.828414E+03   0.102591E+02  -0.293301E+02   0.130028E+06   0.581908E+02
  1450   0.827135E+03   0.102017E+02  -0.285536E+02   0.129824E+06   0.590223E+02
  1451   0.825806E+03   0.101479E+02  -0.277776E+02   0.129621E+06   0.598337E+02
  1452   0.824421E+03   0.100977E+02  -0.270025E+02   0.129417E+06   0.606241E+02
  1453   0.822979E+03   0.100511E+02  -0.262285E+02   0.129214E+06   0.613926E+02
  1454   0.821487E+03   0.100082E+02  -0.254560E+02   0.129012E+06   0.621384E+02
  1455   0.819946E+03   0.996879E+01  -0.246850E+02   0.128809E+06   0.628607E+02
  1456   0.818356E+03   0.993305E+01  -0.239159E+02   0.128607E+06   0.635586E+02
  1457   0.816716E+03   0.990096E+01  -0.231490E+02   0.128405E+06   0.642313E+02
  1458   0.815018E+03   0.987236E+01  -0.223845E+02   0.128204E+06   0.648779E+02
  1459   0.813271E+03   0.984740E+01  -0.216227E+02   0.128003E+06   0.654977E+02
  1460   0.811474E+03   0.982607E+01  -0.208639E+02   0.127802E+06   0.660897E+02
  1461   0.809627E+03   0.980824E+01  -0.201082E+02   0.127602E+06   0.666532E+02
  1462   0.807730E+03   0.979398E+01  -0.193561E+02   0.127402E+06   0.671873E+02
  1463   0.805783E+03   0.978328E+01  -0.186077E+02   0.127202E+06   0.676912E+02
  1464   0.803785E+03   0.977607E+01  -0.178632E+02   0.127003E+06   0.681640E+02
  1465   0.801738E+03   0.977243E+01  -0.171229E+02   0.126804E+06   0.686049E+02
  1466   0.799648E+03   0.977227E+01  -0.163872E+02   0.126605E+06   0.690131E+02
  1467   0.797507E+03   0.977554E+01  -0.156562E+02   0.126407E+06   0.693877E+02
  1468   0.795323E+03   0.978237E+01  -0.149302E+02   0.126209E+06   0.697279E+02
  1469   0.793089E+03   0.979254E+01  -0.142095E+02   0.126011E+06   0.700329E+02
  1470   0.790804E+03   0.980621E+01  -0.134942E+02   0.125814E+06   0.703018E+02
  1471   0.788484E+03   0.982322E+01  -0.127847E+02   0.125617E+06   0.705338E+02
  1472   0.786113E+03   0.984364E+01  -0.120810E+02   0.125420E+06   0.707280E+02
  1473   0.783691E+03   0.986734E+01  -0.113836E+02   0.125224E+06   0.708836E+02
  1474   0.781233E+03   0.989445E+01  -0.106926E+02   0.125028E+06   0.709999E+02
  1475   0.778724E+03   0.992475E+01  -0.100083E+02   0.124833E+06   0.710758E+02
  1476   0.776179E+03   0.995840E+01  -0.933071E+01   0.124637E+06   0.711107E+02
  1477   0.773590E+03   0.999524E+01  -0.866031E+01   0.124442E+06   0.711037E+02
  1478   0.770958E+03   0.100352E+02  -0.799720E+01   0.124248E+06   0.710538E+02
  1479   0.768289E+03   0.100784E+02  -0.734157E+01   0.124054E+06   0.709604E+02
  1480   0.765577E+03   0.101247E+02  -0.669367E+01   0.123860E+06   0.708226E+02
  1481   0.762828E+03   0.101742E+02  -0.605372E+01   0.123666E+06   0.706395E+02
  1482   0.760035E+03   0.102266E+02  -0.542189E+01   0.123473E+06   0.704102E+02
  1483   0.757206E+03   0.102821E+02  -0.479838E+01   0.123280E+06   0.701341E+02
  1484   0.754347E+03   0.103406E+02  -0.418337E+01   0.123087E+06   0.698101E+02
  1485   0.751444E+03   0.104020E+02  -0.357706E+01   0.122895E+06   0.694375E+02
  1486   0.748512E+03   0.104663E+02  -0.297962E+01   0.122703E+06   0.690155E+02
  1487   0.745536E+03   0.105334E+02  -0.239126E+01   0.122512E+06   0.685432E+02
  1488   0.742530E+03   0.106034E+02  -0.181214E+01   0.122321E+06   0.680198E+02
  1489   0.739494E+03   0.106761E+02  -0.124244E+01   0.122130E+06   0.674444E+02
  1490   0.736418E+03   0.107516E+02  -0.682327E+00   0.121939E+06   0.668162E+02
  1491   0.733311E+03   0.108296E+02  -0.131956E+00   0.121749E+06   0.661344E+02
  1492   0.730174E+03   0.109104E+02   0.408510E+00   0.121559E+06   0.653981E+02
  1493   0.727006E+03   0.109937E+02   0.938898E+00   0.121370E+06   0.646066E+02
  1494   0.723807E+03   0.110795E+02   0.145905E+01   0.121181E+06   0.637588E+02
  1495   0.720579E+03   0.111679E+02   0.196882E+01   0.120992E+06   0.628542E+02
  1496   0.717323E+03   0.112586E+02   0.246806E+01   0.120804E+06   0.618916E+02
  1497   0.714039E+03   0.113517E+02   0.295666E+01   0.120616E+06   0.608705E+02
  1498   0.710728E+03   0.114472E+02   0.343448E+01   0.120428E+06   0.597899E+02
  1499   0.707391E+03   0.115448E+02   0.390142E+01   0.120240E+06   0.586489E+02
  1500   0.704030E+03   0.116448E+02   0.435733E+01   0.120053E+06   0.574468E+02
  1501   0.700643E+03   0.117468E+02   0.480210E+01   0.119867E+06   0.561835E+02
  1502   0.697235E+03   0.118510E+02   0.523560E+01   0.119680E+06   0.548616E+02
  1503   0.693803E+03   0.119572E+02   0.565772E+01   0.119494E+06   0.534849E+02
  1504   0.690350E+03   0.120653E+02   0.606836E+01   0.119308E+06   0.520569E+02
  1505   0.686877E+03   0.121755E+02   0.646741E+01   0.119123E+06   0.505810E+02
  1506   0.683385E+03   0.122875E+02   0.685476E+01   0.118938E+06   0.490609E+02
  1507   0.679873E+03   0.124013E+02   0.723031E+01   0.118753E+06   0.475001E+02
  1508   0.676343E+03   0.125168E+02   0.759394E+01   0.118569E+06   0.459021E+02
  1509   0.672797E+03   0.126341E+02   0.794565E+01   0.118385E+06   0.442705E+02
  1510   0.669234E+03   0.127529E+02   0.828521E+01   0.118201E+06   0.426088E+02
  1511   0.665656E+03   0.128733E+02   0.861271E+01   0.118018E+06   0.409206E+02
  1512   0.662066E+03   0.129953E+02   0.892805E+01   0.117835E+06   0.392094E+02
  1513   0.658463E+03   0.131187E+02   0.923124E+01   0.117652E+06   0.374788E+02
  1514   0.654849E+03   0.132434E+02   0.952212E+01   0.117470E+06   0.357323E+02
  1515   0.651225E+03   0.133695E+02   0.980077E+01   0.117288E+06   0.339735E+02
  1516   0.647592E+03   0.134969E+02   0.100670E+02   0.117106E+06   0.322058E+02
  1517   0.643952E+03   0.136255E+02   0.103209E+02   0.116925E+06   0.304330E+02
  1518   0.640305E+03   0.137552E+02   0.105624E+02   0.116744E+06   0.286584E+02
  1519   0.636652E+03   0.138860E+02   0.107915E+02   0.116563E+06   0.268857E+02
  1520   0.632994E+03   0.140178E+02   0.110081E+02   0.116382E+06   0.251183E+02
  1521   0.629332E+03   0.141506E+02   0.112122E+02   0.116202E+06   0.233599E+02
  1522   0.625667E+03   0.142843E+02   0.114038E+02   0.116022E+06   0.216140E+02
  1523   0.621999E+03   0.144187E+02   0.115828E+02   0.115843E+06   0.198841E+02
  1524   0.618330E+03   0.145539E+02   0.117492E+02   0.115664E+06   0.181738E+02
  1525   0.614661E+03   0.146898E+02   0.119031E+02   0.115485E+06   0.164867E+02
  1526   0.610994E+03   0.148263E+02   0.120444E+02   0.115306E+06   0.148262E+02
  1527   0.607328E+03   0.149635E+02   0.121733E+02   0.115128E+06   0.131959E+02
  1528   0.603664E+03   0.151010E+02   0.122895E+02   0.114950E+06   0.115994E+02
  1529   0.600005E+03   0.152390E+02   0.123934E+02   0.114772E+06   0.100402E+02
  1530   0.596350E+03   0.153774E+02   0.124847E+02   0.114595E+06   0.852184E+01
  1531   0.592701E+03   0.155161E+02   0.125634E+02   0.114418E+06   0.704790E+01
  1532   0.589058E+03   0.156551E+02   0.126298E+02   0.114241E+06   0.562191E+01
  1533   0.585423E+03   0.157942E+02   0.126837E+02   0.114065E+06   0.424742E+01
  1534   0.581797E+03   0.159334E+02   0.127253E+02   0.113889E+06   0.292798E+01
  1535   0.578179E+03   0.160727E+02   0.127545E+02   0.113713E+06   0.166712E+01
  1536   0.574571E+03   0.162119E+02   0.127714E+02   0.113537E+06   0.468408E+00
  1537   0.570974E+03   0.163509E+02   0.127759E+02   0.113362E+06  -0.664625E+00
  1538   0.567389E+03   0.164899E+02   0.127683E+02   0.113187E+06  -0.172843E+01
  1539   0.563816E+03   0.166286E+02   0.127485E+02   0.113012E+06  -0.271945E+01
  1540   0.560257E+03   0.167670E+02   0.127167E+02   0.112838E+06  -0.363415E+01
  1541   0.556713E+03   0.169051E+02   0.126728E+02   0.112664E+06  -0.446899E+01
  1542   0.553185E+03   0.170429E+02   0.126170E+02   0.112490E+06  -0.522040E+01
  1543   0.549672E+03   0.171801E+02   0.125494E+02   0.112316E+06  -0.588486E+01
  1544   0.546178E+03   0.173168E+02   0.124701E+02   0.112143E+06  -0.645880E+01
  1545   0.542701E+03   0.174529E+02   0.123791E+02   0.111970E+06  -0.693869E+01
  1546   0.539243E+03   0.175883E+02   0.122766E+02   0.111797E+06  -0.732097E+01
  1547   0.535806E+03   0.177231E+02   0.121626E+02   0.111625E+06  -0.760211E+01
  1548   0.532388E+03   0.178571E+02   0.120372E+02   0.111453E+06  -0.777855E+01
  1549   0.528992E+03   0.179902E+02   0.119005E+02   0.111281E+06  -0.784675E+01
  1550   0.525618E+03   0.181224E+02   0.117526E+02   0.111109E+06  -0.780316E+01
  1551   0.522266E+03   0.182536E+02   0.115936E+02   0.110938E+06  -0.764568E+01
  1552   0.518938E+03   0.183838E+02   0.114237E+02   0.110767E+06  -0.737800E+01
  1553   0.515635E+03   0.185130E+02   0.112430E+02   0.110596E+06  -0.700523E+01
  1554   0.512356E+03   0.186411E+02   0.110516E+02   0.110426E+06  -0.653251E+01
  1555   0.509102E+03   0.187679E+02   0.108497E+02   0.110255E+06  -0.596496E+01
  1556   0.505875E+03   0.188935E+02   0.106373E+02   0.110086E+06  -0.530771E+01
  1557   0.502675E+03   0.190178E+02   0.104148E+02   0.109916E+06  -0.456589E+01
  1558   0.499503E+03   0.191408E+02   0.101821E+02   0.109747E+06  -0.374463E+01
  1559   0.496359E+03   0.192624E+02   0.993957E+01   0.109577E+06  -0.284904E+01
  1560   0.493244E+03   0.193825E+02   0.968716E+01   0.109409E+06  -0.188426E+01
  1561   0.490158E+03   0.195011E+02   0.942527E+01   0.109240E+06  -0.855414E+00
  1562   0.487104E+03   0.196181E+02   0.915390E+01   0.109072E+06   0.232370E+00
  1563   0.484079E+03   0.197336E+02   0.887329E+01   0.108904E+06   0.137397E+01
  1564   0.481087E+03   0.198475E+02   0.858359E+01   0.108736E+06   0.256425E+01
  1565   0.478126E+03   0.199597E+02   0.828503E+01   0.108569E+06   0.379808E+01
  1566   0.475198E+03   0.200701E+02   0.797771E+01   0.108402E+06   0.507035E+01
  1567   0.472303E+03   0.201787E+02   0.766184E+01   0.108235E+06   0.637593E+01
  1568   0.469442E+03   0.202855E+02   0.733751E+01   0.108069E+06   0.770968E+01
  1569   0.466615E+03   0.203904E+02   0.700504E+01   0.107903E+06   0.906648E+01
  1570   0.463822E+03   0.204934E+02   0.666457E+01   0.107737E+06   0.104412E+02
  1571   0.461066E+03   0.205944E+02   0.631623E+01   0.107571E+06   0.118287E+02
  1572   0.458344E+03   0.206934E+02   0.596021E+01   0.107406E+06   0.132239E+02
  1573   0.455658E+03   0.207903E+02   0.559674E+01   0.107241E+06   0.146216E+02
  1574   0.453009E+03   0.208851E+02   0.522604E+01   0.107076E+06   0.160168E+02
  1575   0.450397E+03   0.209778E+02   0.484830E+01   0.106912E+06   0.174042E+02
  1576   0.447822E+03   0.210684E+02   0.446376E+01   0.106748E+06   0.187788E+02
  1577   0.445285E+03   0.211567E+02   0.407262E+01   0.106584E+06   0.201355E+02
  1578   0.442786E+03   0.212428E+02   0.367511E+01   0.106421E+06   0.214690E+02
  1579   0.440327E+03   0.213267E+02   0.327143E+01   0.106257E+06   0.227743E+02
  1580   0.437906E+03   0.214083E+02   0.286179E+01   0.106095E+06   0.240463E+02
  1581   0.435526E+03   0.214875E+02   0.244640E+01   0.105932E+06   0.252798E+02
  1582   0.433185E+03   0.215645E+02   0.202545E+01   0.105770E+06   0.264697E+02
  1583   0.430884E+03   0.216390E+02   0.159914E+01   0.105608E+06   0.276109E+02
  1584   0.428623E+03   0.217111E+02   0.116767E+01   0.105446E+06   0.286982E+02
  1585   0.426402E+03   0.217807E+02   0.731264E+00   0.105285E+06   0.297265E+02
  1586   0.424222E+03   0.218478E+02   0.290093E+00   0.105124E+06   0.306908E+02
  1587   0.422083E+03   0.219125E+02  -0.155605E+00   0.104963E+06   0.315858E+02
  1588   0.419985E+03   0.219745E+02  -0.605619E+00   0.104803E+06   0.324064E+02
  1589   0.417928E+03   0.220340E+02  -0.105974E+01   0.104643E+06   0.331476E+02
  1590   0.415913E+03   0.220909E+02  -0.151774E+01   0.104483E+06   0.338041E+02
  1591   0.413939E+03   0.221452E+02  -0.197941E+01   0.104324E+06   0.343709E+02
  1592   0.412007E+03   0.221968E+02  -0.244452E+01   0.104165E+06   0.348428E+02
  1593   0.410117E+03   0.222458E+02  -0.291287E+01   0.104006E+06   0.352148E+02
  1594   0.408269E+03   0.222921E+02  -0.338423E+01   0.103848E+06   0.354816E+02
  1595   0.406464E+03   0.223356E+02  -0.385837E+01   0.103690E+06   0.356381E+02
  1596   0.404700E+03   0.223765E+02  -0.433509E+01   0.103532E+06   0.356793E+02
  1597   0.402979E+03   0.224146E+02  -0.481415E+01   0.103374E+06   0.356000E+02
  1598   0.401300E+03   0.224499E+02  -0.529533E+01   0.103217E+06   0.353950E+02
  1599   0.399663E+03   0.224826E+02  -0.577842E+01   0.103061E+06   0.350593E+02
  1600   0.398069E+03   0.225123E+02  -0.626318E+01   0.102904E+06   0.345877E+02
  1601   0.396517E+03   0.225394E+02  -0.674942E+01   0.102748E+06   0.339769E+02
  1602   0.395008E+03   0.225636E+02  -0.723694E+01   0.102592E+06   0.332309E+02
  1603   0.393540E+03   0.225850E+02  -0.772555E+01   0.102437E+06   0.323555E+02
  1604   0.392115E+03   0.226035E+02  -0.821504E+01   0.102282E+06   0.313564E+02
  1605   0.390732E+03   0.226192E+02  -0.870527E+01   0.102127E+06   0.302395E+02
  1606   0.389390E+03   0.226321E+02  -0.919599E+01   0.101973E+06   0.290105E+02
  1607   0.388090E+03   0.226421E+02  -0.968698E+01   0.101818E+06   0.276753E+02
  1608   0.386832E+03   0.226491E+02  -0.101782E+02   0.101665E+06   0.262396E+02
  1609   0.385615E+03   0.226533E+02  -0.106692E+02   0.101511E+06   0.247092E+02
  1610   0.384439E+03   0.226547E+02  -0.111600E+02   0.101358E+06   0.230899E+02
  1611   0.383304E+03   0.226533E+02  -0.116502E+02   0.101205E+06   0.213875E+02
  1612   0.382210E+03   0.226490E+02  -0.121397E+02   0.101052E+06   0.196078E+02
  1613   0.381157E+03   0.226419E+02  -0.126283E+02   0.100900E+06   0.177566E+02
  1614   0.380144E+03   0.226320E+02  -0.131157E+02   0.100748E+06   0.158397E+02
  1615   0.379171E+03   0.226194E+02  -0.136019E+02   0.100596E+06   0.138628E+02
  1616   0.378239E+03   0.226039E+02  -0.140866E+02   0.100445E+06   0.118318E+02
  1617   0.377345E+03   0.225857E+02  -0.145696E+02   0.100293E+06   0.975240E+01
  1618   0.376492E+03   0.225647E+02  -0.150508E+02   0.100143E+06   0.763047E+01
  1619   0.375677E+03   0.225409E+02  -0.155299E+02   0.999919E+05   0.547178E+01
  1620   0.374900E+03   0.225144E+02  -0.160068E+02   0.998415E+05   0.328210E+01
  1621   0.374162E+03   0.224850E+02  -0.164814E+02   0.996914E+05   0.106723E+01
  1622   0.373462E+03   0.224529E+02  -0.169533E+02   0.995416E+05  -0.116703E+01
  1623   0.372799E+03   0.224181E+02  -0.174226E+02   0.993920E+05  -0.341489E+01
  1624   0.372173E+03   0.223805E+02  -0.178888E+02   0.992427E+05  -0.567057E+01
  1625   0.371585E+03   0.223403E+02  -0.183520E+02   0.990937E+05  -0.792827E+01
  1626   0.371033E+03   0.222974E+02  -0.188120E+02   0.989449E+05  -0.101822E+02
  1627   0.370516E+03   0.222518E+02  -0.192685E+02   0.987963E+05  -0.124266E+02
  1628   0.370036E+03   0.222036E+02  -0.197213E+02   0.986481E+05  -0.146556E+02
  1629   0.369590E+03   0.221528E+02  -0.201704E+02   0.985000E+05  -0.168635E+02
  1630   0.369179E+03   0.220994E+02  -0.206154E+02   0.983522E+05  -0.190444E+02
  1631   0.368803E+03   0.220434E+02  -0.210565E+02   0.982046E+05  -0.211927E+02
  1632   0.368460E+03   0.219848E+02  -0.214932E+02   0.980573E+05  -0.233024E+02
  1633   0.368150E+03   0.219237E+02  -0.219255E+02   0.979102E+05  -0.253678E+02
  1634   0.367874E+03   0.218600E+02  -0.223532E+02   0.977633E+05  -0.273831E+02
  1635   0.367629E+03   0.217938E+02  -0.227763E+02   0.976167E+05  -0.293425E+02
  1636   0.367416E+03   0.217251E+02  -0.231944E+02   0.974702E+05  -0.312402E+02
  1637   0.367235E+03   0.216540E+02  -0.236076E+02   0.973240E+05  -0.330705E+02
  1638   0.367084E+03   0.215804E+02  -0.240156E+02   0.971780E+05  -0.348275E+02
  1639   0.366964E+03   0.215044E+02  -0.244183E+02   0.970322E+05  -0.365054E+02
  1640   0.366873E+03   0.214261E+02  -0.248156E+02   0.968867E+05  -0.380986E+02
  1641   0.366811E+03   0.213455E+02  -0.252073E+02   0.967413E+05  -0.396010E+02
  1642   0.366778E+03   0.212627E+02  -0.255933E+02   0.965961E+05  -0.410071E+02
  1643   0.366773E+03   0.211775E+02  -0.259735E+02   0.964512E+05  -0.423109E+02
  1644   0.366795E+03   0.210903E+02  -0.263477E+02   0.963064E+05  -0.435067E+02
  1645   0.366845E+03   0.210008E+02  -0.267158E+02   0.961618E+05  -0.445887E+02
  1646   0.366920E+03   0.209090E+02  -0.270778E+02   0.960174E+05  -0.455511E+02
  1647   0.367021E+03   0.208153E+02  -0.274335E+02   0.958732E+05  -0.463882E+02
  1648   0.367147E+03   0.207194E+02  -0.277827E+02   0.957292E+05  -0.470940E+02
  1649   0.367298E+03   0.206214E+02  -0.281254E+02   0.955854E+05  -0.476629E+02
  1650   0.367472E+03   0.205213E+02  -0.284614E+02   0.954417E+05  -0.480891E+02
