#    L    TT             EE             TE             PP             TP          
  1102   0.124937E+04   0.187621E+02  -0.755422E+02   0.231349E+06  -0.382631E+00
  1103   0.125161E+04   0.185082E+02  -0.748285E+02   0.230937E+06  -0.462641E+00
  1104   0.125380E+04   0.182579E+02  -0.740984E+02   0.230526E+06  -0.538437E+00
  1105   0.125591E+04   0.180113E+02  -0.733521E+02   0.230116E+06  -0.610053E+00
  1106   0.125795E+04   0.177685E+02  -0.725897E+02   0.229707E+06  -0.677525E+00
  1107   0.125992E+04   0.175295E+02  -0.718117E+02   0.229299E+06  -0.740890E+00
  1108   0.126182E+04   0.172945E+02  -0.710186E+02   0.228892E+06  -0.800183E+00
  1109   0.126365E+04   0.170635E+02  -0.702107E+02   0.228486E+06  -0.855441E+00
  1110   0.126541E+04   0.168366E+02  -0.693883E+02   0.228081E+06  -0.906698E+00
  1111   0.126709E+04   0.166140E+02  -0.685520E+02   0.227677E+06  -0.953990E+00
  1112   0.126869E+04   0.163955E+02  -0.677019E+02   0.227274E+06  -0.997355E+00
  1113   0.127022E+04   0.161814E+02  -0.668388E+02   0.226873E+06  -0.103683E+01
  1114   0.127166E+04   0.159718E+02  -0.659628E+02   0.226472E+06  -0.107244E+01
  1115   0.127303E+04   0.157665E+02  -0.650745E+02   0.226072E+06  -0.110424E+01
  1116   0.127432E+04   0.155659E+02  -0.641742E+02   0.225673E+06  -0.113224E+01
  1117   0.127552E+04   0.153698E+02  -0.632624E+02   0.225275E+06  -0.115650E+01
  1118   0.127665E+04   0.151783E+02  -0.623393E+02   0.224878E+06  -0.117705E+01
  1119   0.127769E+04   0.149916E+02  -0.614056E+02   0.224482E+06  -0.119392E+01
  1120   0.127863E+04   0.148096E+02  -0.604615E+02   0.224087E+06  -0.120715E+01
  1121   0.127950E+04   0.146325E+02  -0.595075E+02   0.223692E+06  -0.121677E+01
  1122   0.128028E+04   0.144602E+02  -0.585440E+02   0.223299E+06  -0.122282E+01
  1123   0.128097E+04   0.142929E+02  -0.575714E+02   0.222907E+06  -0.122534E+01
  1124   0.128157E+04   0.141305E+02  -0.565901E+02   0.222515E+06  -0.122436E+01
  1125   0.128208E+04   0.139732E+02  -0.556005E+02   0.222125E+06  -0.121991E+01
  1126   0.128250E+04   0.138209E+02  -0.546033E+02   0.221735E+06  -0.121204E+01
  1127   0.128283E+04   0.136737E+02  -0.535988E+02   0.221346E+06  -0.120078E+01
  1128   0.128307E+04   0.135318E+02  -0.525875E+02   0.220959E+06  -0.118617E+01
  1129   0.128321E+04   0.133950E+02  -0.515700E+02   0.220572E+06  -0.116823E+01
  1130   0.128327E+04   0.132634E+02  -0.505466E+02   0.220185E+06  -0.114701E+01
  1131   0.128323E+04   0.131371E+02  -0.495179E+02   0.219800E+06  -0.112255E+01
  1132   0.128310E+04   0.130162E+02  -0.484843E+02   0.219416E+06  -0.109487E+01
  1133   0.128288E+04   0.129006E+02  -0.474462E+02   0.219032E+06  -0.106402E+01
  1134   0.128256E+04   0.127903E+02  -0.464040E+02   0.218649E+06  -0.103003E+01
  1135   0.128215E+04   0.126854E+02  -0.453582E+02   0.218267E+06  -0.992932E+00
  1136   0.128165E+04   0.125860E+02  -0.443092E+02   0.217886E+06  -0.952767E+00
  1137   0.128105E+04   0.124919E+02  -0.432575E+02   0.217506E+06  -0.909571E+00
  1138   0.128036E+04   0.124033E+02  -0.422033E+02   0.217126E+06  -0.863377E+00
  1139   0.127958E+04   0.123201E+02  -0.411473E+02   0.216748E+06  -0.814223E+00
  1140   0.127869E+04   0.122424E+02  -0.400898E+02   0.216370E+06  -0.762145E+00
  1141   0.127771E+04   0.121701E+02  -0.390313E+02   0.215993E+06  -0.707177E+00
  1142   0.127664E+04   0.121033E+02  -0.379723E+02   0.215616E+06  -0.649357E+00
  1143   0.127547E+04   0.120420E+02  -0.369131E+02   0.215241E+06  -0.588719E+00
  1144   0.127420E+04   0.119862E+02  -0.358544E+02   0.214866E+06  -0.525300E+00
  1145   0.127284E+04   0.119359E+02  -0.347964E+02   0.214492E+06  -0.459135E+00
  1146   0.127139E+04   0.118911E+02  -0.337397E+02   0.214118E+06  -0.390260E+00
  1147   0.126984E+04   0.118518E+02  -0.326847E+02   0.213746E+06  -0.318712E+00
  1148   0.126820E+04   0.118180E+02  -0.316317E+02   0.213374E+06  -0.244526E+00
  1149   0.126645E+04   0.117896E+02  -0.305812E+02   0.213002E+06  -0.167737E+00
  1150   0.126462E+04   0.117666E+02  -0.295336E+02   0.212632E+06  -0.883824E-01
  1151   0.126269E+04   0.117492E+02  -0.284894E+02   0.212262E+06  -0.648544E-02
  1152   0.126067E+04   0.117371E+02  -0.274490E+02   0.211893E+06   0.779758E-01
  1153   0.125856E+04   0.117305E+02  -0.264128E+02   0.211525E+06   0.165035E+00
  1154   0.125635E+04   0.117293E+02  -0.253813E+02   0.211157E+06   0.254727E+00
  1155   0.125405E+04   0.117334E+02  -0.243550E+02   0.210790E+06   0.347084E+00
  1156   0.125166E+04   0.117429E+02  -0.233344E+02   0.210424E+06   0.442141E+00
  1157   0.124919E+04   0.117577E+02  -0.223198E+02   0.210058E+06   0.539931E+00
  1158   0.124663E+04   0.117778E+02  -0.213119E+02   0.209694E+06   0.640489E+00
  1159   0.124398E+04   0.118031E+02  -0.203109E+02   0.209330E+06   0.743847E+00
  1160   0.124125E+04   0.118337E+02  -0.193174E+02   0.208966E+06   0.850041E+00
  1161   0.123843E+04   0.118695E+02  -0.183317E+02   0.208604E+06   0.959104E+00
  1162   0.123553E+04   0.119105E+02  -0.173543E+02   0.208242E+06   0.107107E+01
  1163   0.123254E+04   0.119565E+02  -0.163855E+02   0.207880E+06   0.118597E+01
  1164   0.122948E+04   0.120077E+02  -0.154258E+02   0.207520E+06   0.130384E+01
  1165   0.122634E+04   0.120639E+02  -0.144756E+02   0.207160E+06   0.142472E+01
  1166   0.122311E+04   0.121251E+02  -0.135352E+02   0.206801E+06   0.154863E+01
  1167   0.121981E+04   0.121912E+02  -0.126051E+02   0.206443E+06   0.167562E+01
  1168   0.121642E+04   0.122622E+02  -0.116856E+02   0.206085E+06   0.180571E+01
  1169   0.121297E+04   0.123381E+02  -0.107772E+02   0.205728E+06   0.193894E+01
  1170   0.120944E+04   0.124187E+02  -0.988009E+01   0.205372E+06   0.207535E+01
  1171   0.120584E+04   0.125041E+02  -0.899486E+01   0.205016E+06   0.221496E+01
  1172   0.120216E+04   0.125943E+02  -0.812172E+01   0.204662E+06   0.235781E+01
  1173   0.119842E+04   0.126890E+02  -0.726114E+01   0.204308E+06   0.250394E+01
  1174   0.119461E+04   0.127883E+02  -0.641346E+01   0.203954E+06   0.265338E+01
  1175   0.119072E+04   0.128921E+02  -0.557897E+01   0.203602E+06   0.280616E+01
  1176   0.118678E+04   0.130004E+02  -0.475801E+01   0.203250E+06   0.296231E+01
  1177   0.118277E+04   0.131130E+02  -0.395090E+01   0.202899E+06   0.312188E+01
  1178   0.117869E+04   0.132300E+02  -0.315798E+01   0.202548E+06   0.328489E+01
  1179   0.117455E+04   0.133512E+02  -0.237957E+01   0.202199E+06   0.345138E+01
  1180   0.117035E+04   0.134766E+02  -0.161600E+01   0.201850E+06   0.362138E+01
  1181   0.116609E+04   0.136061E+02  -0.867563E+00   0.201502E+06   0.379492E+01
  1182   0.116178E+04   0.137396E+02  -0.134544E+00   0.201154E+06   0.397205E+01
  1183   0.115741E+04   0.138771E+02   0.582749E+00   0.200808E+06   0.415279E+01
  1184   0.115298E+04   0.140186E+02   0.128403E+01   0.200462E+06   0.433717E+01
  1185   0.114850E+04   0.141637E+02   0.196901E+01   0.200116E+06   0.452524E+01
  1186   0.114396E+04   0.143127E+02   0.263740E+01   0.199772E+06   0.471702E+01
  1187   0.113938E+04   0.144652E+02   0.328890E+01   0.199428E+06   0.491255E+01
  1188   0.113475E+04   0.146214E+02   0.392331E+01   0.199085E+06   0.511186E+01
  1189   0.113007E+04   0.147810E+02   0.454038E+01   0.198743E+06   0.531499E+01
  1190   0.112534E+04   0.149441E+02   0.513990E+01   0.198402E+06   0.552196E+01
  1191   0.112057E+04   0.151104E+02   0.572165E+01   0.198061E+06   0.573283E+01
  1192   0.111576E+04   0.152800E+02   0.628542E+01   0.197721E+06   0.594761E+01
  1193   0.111091E+04   0.154528E+02   0.683098E+01   0.197381E+06   0.616634E+01
  1194   0.110602E+04   0.156285E+02   0.735812E+01   0.197043E+06   0.638905E+01
  1195   0.110110E+04   0.158072E+02   0.786666E+01   0.196705E+06   0.661579E+01
  1196   0.109613E+04   0.159889E+02   0.835644E+01   0.196368E+06   0.684658E+01
  1197   0.109114E+04   0.161733E+02   0.882728E+01   0.196032E+06   0.708146E+01
  1198   0.108612E+04   0.163603E+02   0.927902E+01   0.195696E+06   0.732045E+01
  1199   0.108106E+04   0.165501E+02   0.971142E+01   0.195362E+06   0.756360E+01
  1200   0.107598E+04   0.167422E+02   0.101245E+02   0.195028E+06   0.781094E+01
  1201   0.107087E+04   0.169368E+02   0.105178E+02   0.194694E+06   0.806244E+01
  1202   0.106574E+04   0.171338E+02   0.108916E+02   0.194362E+06   0.831779E+01
  1203   0.106058E+04   0.173328E+02   0.112455E+02   0.194030E+06   0.857662E+01
  1204   0.105540E+04   0.175341E+02   0.115797E+02   0.193699E+06   0.883858E+01
  1205   0.105021E+04   0.177374E+02   0.118939E+02   0.193369E+06   0.910328E+01
  1206   0.104499E+04   0.179426E+02   0.121883E+02   0.193040E+06   0.937036E+01
  1207   0.103976E+04   0.181496E+02   0.124626E+02   0.192711E+06   0.963946E+01
  1208   0.103452E+04   0.183584E+02   0.127169E+02   0.192383E+06   0.991020E+01
  1209   0.102927E+04   0.185687E+02   0.129511E+02   0.192055E+06   0.101822E+02
  1210   0.102401E+04   0.187806E+02   0.131652E+02   0.191729E+06   0.104551E+02
  1211   0.101873E+04   0.189940E+02   0.133593E+02   0.191403E+06   0.107286E+02
  1212   0.101346E+04   0.192086E+02   0.135334E+02   0.191078E+06   0.110022E+02
  1213   0.100817E+04   0.194246E+02   0.136873E+02   0.190754E+06   0.112757E+02
  1214   0.100289E+04   0.196417E+02   0.138211E+02   0.190430E+06   0.115485E+02
  1215   0.997614E+03   0.198598E+02   0.139350E+02   0.190107E+06   0.118205E+02
  1216   0.992329E+03   0.200788E+02   0.140287E+02   0.189785E+06   0.120911E+02
  1217   0.987052E+03   0.202987E+02   0.141025E+02   0.189463E+06   0.123601E+02
  1218   0.981781E+03   0.205193E+02   0.141563E+02   0.189142E+06   0.126270E+02
  1219   0.976518E+03   0.207405E+02   0.141901E+02   0.188822E+06   0.128915E+02
  1220   0.971254E+03   0.209622E+02   0.142041E+02   0.188503E+06   0.131533E+02
  1221   0.966013E+03   0.211843E+02   0.141981E+02   0.188184E+06   0.134119E+02
  1222   0.960773E+03   0.214068E+02   0.141723E+02   0.187866E+06   0.136670E+02
  1223   0.955554E+03   0.216294E+02   0.141269E+02   0.187549E+06   0.139182E+02
  1224   0.950344E+03   0.218522E+02   0.140618E+02   0.187232E+06   0.141651E+02
  1225   0.945156E+03   0.220750E+02   0.139773E+02   0.186916E+06   0.144075E+02
  1226   0.939984E+03   0.222977E+02   0.138735E+02   0.186601E+06   0.146449E+02
  1227   0.934835E+03   0.225201E+02   0.137505E+02   0.186286E+06   0.148769E+02
  1228   0.929709E+03   0.227424E+02   0.136085E+02   0.185972E+06   0.151032E+02
  1229   0.924614E+03   0.229642E+02   0.134476E+02   0.185659E+06   0.153234E+02
  1230   0.919542E+03   0.231857E+02   0.132679E+02   0.185347E+06   0.155371E+02
  1231   0.914493E+03   0.234065E+02   0.130696E+02   0.185035E+06   0.157440E+02
  1232   0.909476E+03   0.236268E+02   0.128529E+02   0.184724E+06   0.159437E+02
  1233   0.904497E+03   0.238461E+02   0.126177E+02   0.184413E+06   0.161359E+02
  1234   0.899542E+03   0.240647E+02   0.123645E+02   0.184103E+06   0.163201E+02
  1235   0.894625E+03   0.242822E+02   0.120931E+02   0.183794E+06   0.164960E+02
  1236   0.889740E+03   0.244988E+02   0.118039E+02   0.183485E+06   0.166633E+02
  1237   0.884894E+03   0.247140E+02   0.114970E+02   0.183178E+06   0.168215E+02
  1238   0.880087E+03   0.249281E+02   0.111727E+02   0.182870E+06   0.169704E+02
  1239   0.875320E+03   0.251408E+02   0.108310E+02   0.182564E+06   0.171094E+02
  1240   0.870592E+03   0.253520E+02   0.104723E+02   0.182258E+06   0.172383E+02
  1241   0.865910E+03   0.255617E+02   0.100967E+02   0.181952E+06   0.173567E+02
  1242   0.861276E+03   0.257697E+02   0.970456E+01   0.181648E+06   0.174642E+02
  1243   0.856681E+03   0.259760E+02   0.929598E+01   0.181344E+06   0.175605E+02
  1244   0.852134E+03   0.261805E+02   0.887113E+01   0.181040E+06   0.176452E+02
  1245   0.847634E+03   0.263830E+02   0.843039E+01   0.180738E+06   0.177179E+02
  1246   0.843188E+03   0.265836E+02   0.797394E+01   0.180435E+06   0.177782E+02
  1247   0.838790E+03   0.267820E+02   0.750202E+01   0.180134E+06   0.178258E+02
  1248   0.834448E+03   0.269783E+02   0.701487E+01   0.179833E+06   0.178603E+02
  1249   0.830153E+03   0.271722E+02   0.651272E+01   0.179533E+06   0.178814E+02
  1250   0.825921E+03   0.273637E+02   0.599585E+01   0.179233E+06   0.178886E+02
  1251   0.821737E+03   0.275528E+02   0.546454E+01   0.178934E+06   0.178819E+02
  1252   0.817608E+03   0.277394E+02   0.491910E+01   0.178636E+06   0.178614E+02
  1253   0.813542E+03   0.279233E+02   0.435982E+01   0.178338E+06   0.178280E+02
  1254   0.809531E+03   0.281046E+02   0.378698E+01   0.178041E+06   0.177820E+02
  1255   0.805583E+03   0.282832E+02   0.320090E+01   0.177744E+06   0.177240E+02
  1256   0.801697E+03   0.284590E+02   0.260185E+01   0.177448E+06   0.176547E+02
  1257   0.797874E+03   0.286319E+02   0.199013E+01   0.177153E+06   0.175746E+02
  1258   0.794113E+03   0.288019E+02   0.136603E+01   0.176858E+06   0.174843E+02
  1259   0.790407E+03   0.289689E+02   0.729852E+00   0.176564E+06   0.173842E+02
  1260   0.786779E+03   0.291328E+02   0.818826E-01   0.176270E+06   0.172750E+02
  1261   0.783205E+03   0.292936E+02  -0.577589E+00   0.175977E+06   0.171573E+02
  1262   0.779700E+03   0.294511E+02  -0.124827E+01   0.175685E+06   0.170315E+02
  1263   0.776265E+03   0.296053E+02  -0.192986E+01   0.175393E+06   0.168983E+02
  1264   0.772892E+03   0.297563E+02  -0.262207E+01   0.175102E+06   0.167583E+02
  1265   0.769589E+03   0.299038E+02  -0.332457E+01   0.174812E+06   0.166119E+02
  1266   0.766347E+03   0.300478E+02  -0.403701E+01   0.174522E+06   0.164598E+02
  1267   0.763182E+03   0.301882E+02  -0.475909E+01   0.174233E+06   0.163025E+02
  1268   0.760086E+03   0.303252E+02  -0.549045E+01   0.173944E+06   0.161406E+02
  1269   0.757060E+03   0.304585E+02  -0.623076E+01   0.173656E+06   0.159746E+02
  1270   0.754102E+03   0.305881E+02  -0.697972E+01   0.173368E+06   0.158052E+02
  1271   0.751213E+03   0.307140E+02  -0.773691E+01   0.173082E+06   0.156328E+02
  1272   0.748401E+03   0.308360E+02  -0.850213E+01   0.172795E+06   0.154580E+02
  1273   0.745657E+03   0.309542E+02  -0.927487E+01   0.172510E+06   0.152814E+02
  1274   0.742981E+03   0.310686E+02  -0.100549E+02   0.172224E+06   0.151036E+02
  1275   0.740381E+03   0.311791E+02  -0.108419E+02   0.171940E+06   0.149251E+02
  1276   0.737854E+03   0.312855E+02  -0.116354E+02   0.171656E+06   0.147465E+02
  1277   0.735400E+03   0.313881E+02  -0.124352E+02   0.171373E+06   0.145683E+02
  1278   0.733019E+03   0.314865E+02  -0.132408E+02   0.171090E+06   0.143911E+02
  1279   0.730711E+03   0.315808E+02  -0.140520E+02   0.170808E+06   0.142155E+02
  1280   0.728476E+03   0.316711E+02  -0.148684E+02   0.170527E+06   0.140420E+02
  1281   0.726315E+03   0.317571E+02  -0.156897E+02   0.170246E+06   0.138713E+02
  1282   0.724228E+03   0.318389E+02  -0.165155E+02   0.169965E+06   0.137038E+02
  1283   0.722213E+03   0.319164E+02  -0.173455E+02   0.169686E+06   0.135401E+02
  1284   0.720272E+03   0.319896E+02  -0.181792E+02   0.169407E+06   0.133808E+02
  1285   0.718405E+03   0.320585E+02  -0.190163E+02   0.169128E+06   0.132264E+02
  1286   0.716611E+03   0.321230E+02  -0.198566E+02   0.168850E+06   0.130776E+02
  1287   0.714892E+03   0.321832E+02  -0.206997E+02   0.168573E+06   0.129348E+02
  1288   0.713245E+03   0.322389E+02  -0.215451E+02   0.168296E+06   0.127987E+02
  1289   0.711671E+03   0.322902E+02  -0.223925E+02   0.168020E+06   0.126697E+02
  1290   0.710171E+03   0.323372E+02  -0.232415E+02   0.167744E+06   0.125486E+02
  1291   0.708744E+03   0.323797E+02  -0.240919E+02   0.167469E+06   0.124357E+02
  1292   0.707390E+03   0.324178E+02  -0.249432E+02   0.167195E+06   0.123318E+02
  1293   0.706109E+03   0.324516E+02  -0.257950E+02   0.166921E+06   0.122373E+02
  1294   0.704901E+03   0.324808E+02  -0.266471E+02   0.166648E+06   0.121528E+02
  1295   0.703765E+03   0.325055E+02  -0.274991E+02   0.166375E+06   0.120789E+02
  1296   0.702701E+03   0.325258E+02  -0.283507E+02   0.166103E+06   0.120161E+02
  1297   0.701707E+03   0.325415E+02  -0.292014E+02   0.165831E+06   0.119651E+02
  1298   0.700786E+03   0.325528E+02  -0.300510E+02   0.165561E+06   0.119263E+02
  1299   0.699934E+03   0.325595E+02  -0.308991E+02   0.165290E+06   0.119003E+02
  1300   0.699153E+03   0.325617E+02  -0.317454E+02   0.165021E+06   0.118877E+02
  1301   0.698441E+03   0.325594E+02  -0.325897E+02   0.164751E+06   0.118889E+02
  1302   0.697799E+03   0.325526E+02  -0.334313E+02   0.164483E+06   0.119034E+02
  1303   0.697225E+03   0.325413E+02  -0.342701E+02   0.164215E+06   0.119308E+02
  1304   0.696719E+03   0.325255E+02  -0.351056E+02   0.163947E+06   0.119703E+02
  1305   0.696283E+03   0.325052E+02  -0.359376E+02   0.163680E+06   0.120213E+02
  1306   0.695913E+03   0.324806E+02  -0.367656E+02   0.163414E+06   0.120834E+02
  1307   0.695610E+03   0.324514E+02  -0.375893E+02   0.163148E+06   0.121559E+02
  1308   0.695374E+03   0.324179E+02  -0.384083E+02   0.162883E+06   0.122381E+02
  1309   0.695204E+03   0.323800E+02  -0.392223E+02   0.162619E+06   0.123296E+02
  1310   0.695099E+03   0.323376E+02  -0.400309E+02   0.162355E+06   0.124297E+02
  1311   0.695058E+03   0.322909E+02  -0.408338E+02   0.162091E+06   0.125378E+02
  1312   0.695082E+03   0.322397E+02  -0.416306E+02   0.161828E+06   0.126533E+02
  1313   0.695168E+03   0.321842E+02  -0.424209E+02   0.161566E+06   0.127757E+02
  1314   0.695317E+03   0.321244E+02  -0.432045E+02   0.161304E+06   0.129043E+02
  1315   0.695528E+03   0.320603E+02  -0.439810E+02   0.161042E+06   0.130386E+02
  1316   0.695800E+03   0.319920E+02  -0.447501E+02   0.160781E+06   0.131779E+02
  1317   0.696132E+03   0.319195E+02  -0.455115E+02   0.160521E+06   0.133217E+02
  1318   0.696524E+03   0.318428E+02  -0.462649E+02   0.160261E+06   0.134693E+02
  1319   0.696975E+03   0.317622E+02  -0.470099E+02   0.160002E+06   0.136202E+02
  1320   0.697483E+03   0.316774E+02  -0.477463E+02   0.159743E+06   0.137738E+02
  1321   0.698049E+03   0.315886E+02  -0.484737E+02   0.159485E+06   0.139295E+02
  1322   0.698672E+03   0.314958E+02  -0.491919E+02   0.159227E+06   0.140867E+02
  1323   0.699350E+03   0.313992E+02  -0.499006E+02   0.158970E+06   0.142448E+02
  1324   0.700083E+03   0.312986E+02  -0.505994E+02   0.158713E+06   0.144032E+02
  1325   0.700868E+03   0.311942E+02  -0.512880E+02   0.158457E+06   0.145613E+02
  1326   0.701707E+03   0.310859E+02  -0.519662E+02   0.158201E+06   0.147185E+02
  1327   0.702597E+03   0.309739E+02  -0.526338E+02   0.157946E+06   0.148743E+02
  1328   0.703538E+03   0.308580E+02  -0.532904E+02   0.157691E+06   0.150280E+02
  1329   0.704528E+03   0.307386E+02  -0.539357E+02   0.157437E+06   0.151790E+02
  1330   0.705567E+03   0.306154E+02  -0.545695E+02   0.157183E+06   0.153268E+02
  1331   0.706654E+03   0.304888E+02  -0.551916E+02   0.156929E+06   0.154708E+02
  1332   0.707787E+03   0.303585E+02  -0.558017E+02   0.156676E+06   0.156103E+02
  1333   0.708965E+03   0.302248E+02  -0.563996E+02   0.156424E+06   0.157447E+02
  1334   0.710188E+03   0.300877E+02  -0.569850E+02   0.156172E+06   0.158736E+02
  1335   0.711454E+03   0.299472E+02  -0.575576E+02   0.155921E+06   0.159962E+02
  1336   0.712762E+03   0.298035E+02  -0.581173E+02   0.155670E+06   0.161120E+02
  1337   0.714111E+03   0.296564E+02  -0.586639E+02   0.155419E+06   0.162204E+02
  1338   0.715501E+03   0.295063E+02  -0.591971E+02   0.155169E+06   0.163208E+02
  1339   0.716929E+03   0.293529E+02  -0.597167E+02   0.154919E+06   0.164127E+02
  1340   0.718394E+03   0.291966E+02  -0.602225E+02   0.154670E+06   0.164953E+02
  1341   0.719896E+03   0.290372E+02  -0.607144E+02   0.154421E+06   0.165681E+02
  1342   0.721433E+03   0.288749E+02  -0.611919E+02   0.154173E+06   0.166306E+02
  1343   0.723004E+03   0.287097E+02  -0.616552E+02   0.153925E+06   0.166821E+02
  1344   0.724607E+03   0.285417E+02  -0.621038E+02   0.153677E+06   0.167221E+02
  1345   0.726243E+03   0.283709E+02  -0.625377E+02   0.153430E+06   0.167499E+02
  1346   0.727908E+03   0.281975E+02  -0.629566E+02   0.153184E+06   0.167650E+02
  1347   0.729602E+03   0.280213E+02  -0.633603E+02   0.152937E+06   0.167667E+02
  1348   0.731324E+03   0.278426E+02  -0.637488E+02   0.152692E+06   0.167545E+02
  1349   0.733072E+03   0.276614E+02  -0.641217E+02   0.152446E+06   0.167277E+02
  1350   0.734846E+03   0.274778E+02  -0.644792E+02   0.152201E+06   0.166859E+02
  1351   0.736643E+03   0.272919E+02  -0.648210E+02   0.151957E+06   0.166286E+02
  1352   0.738463E+03   0.271037E+02  -0.651471E+02   0.151713E+06   0.165566E+02
  1353   0.740307E+03   0.269133E+02  -0.654574E+02   0.151469E+06   0.164709E+02
  1354   0.742165E+03   0.267210E+02  -0.657519E+02   0.151225E+06   0.163726E+02
  1355   0.744047E+03   0.265266E+02  -0.660303E+02   0.150982E+06   0.162627E+02
  1356   0.745946E+03   0.263303E+02  -0.662928E+02   0.150740E+06   0.161422E+02
  1357   0.747862E+03   0.261323E+02  -0.665391E+02   0.150498E+06   0.160121E+02
  1358   0.749794E+03   0.259324E+02  -0.667692E+02   0.150256E+06   0.158734E+02
  1359   0.751736E+03   0.257309E+02  -0.669832E+02   0.150015E+06   0.157272E+02
  1360   0.753686E+03   0.255278E+02  -0.671807E+02   0.149774E+06   0.155745E+02
  1361   0.755646E+03   0.253231E+02  -0.673618E+02   0.149533E+06   0.154162E+02
  1362   0.757622E+03   0.251170E+02  -0.675266E+02   0.149293E+06   0.152535E+02
  1363   0.759599E+03   0.249095E+02  -0.676747E+02   0.149054E+06   0.150874E+02
  1364   0.761585E+03   0.247007E+02  -0.678064E+02   0.148814E+06   0.149188E+02
  1365   0.763579E+03   0.244907E+02  -0.679216E+02   0.148576E+06   0.147489E+02
  1366   0.765566E+03   0.242796E+02  -0.680202E+02   0.148337E+06   0.145785E+02
  1367   0.767562E+03   0.240675E+02  -0.681023E+02   0.148099E+06   0.144088E+02
  1368   0.769558E+03   0.238543E+02  -0.681677E+02   0.147862E+06   0.142407E+02
  1369   0.771548E+03   0.236403E+02  -0.682166E+02   0.147625E+06   0.140753E+02
  1370   0.773545E+03   0.234255E+02  -0.682490E+02   0.147388E+06   0.139136E+02
  1371   0.775527E+03   0.232100E+02  -0.682648E+02   0.147152E+06   0.137567E+02
  1372   0.777510E+03   0.229939E+02  -0.682642E+02   0.146916E+06   0.136054E+02
  1373   0.779486E+03   0.227772E+02  -0.682471E+02   0.146680E+06   0.134610E+02
  1374   0.781454E+03   0.225601E+02  -0.682136E+02   0.146445E+06   0.133243E+02
  1375   0.783407E+03   0.223426E+02  -0.681637E+02   0.146211E+06   0.131965E+02
  1376   0.785352E+03   0.221249E+02  -0.680974E+02   0.145976E+06   0.130785E+02
  1377   0.787289E+03   0.219069E+02  -0.680149E+02   0.145743E+06   0.129713E+02
  1378   0.789211E+03   0.216888E+02  -0.679161E+02   0.145509E+06   0.128760E+02
  1379   0.791117E+03   0.214707E+02  -0.678012E+02   0.145276E+06   0.127936E+02
  1380   0.793001E+03   0.212526E+02  -0.676700E+02   0.145044E+06   0.127252E+02
  1381   0.794876E+03   0.210345E+02  -0.675227E+02   0.144812E+06   0.126716E+02
  1382   0.796727E+03   0.208167E+02  -0.673594E+02   0.144580E+06   0.126341E+02
  1383   0.798555E+03   0.205990E+02  -0.671800E+02   0.144349E+06   0.126135E+02
  1384   0.800360E+03   0.203817E+02  -0.669847E+02   0.144118E+06   0.126109E+02
  1385   0.802149E+03   0.201648E+02  -0.667736E+02   0.143888E+06   0.126274E+02
  1386   0.803913E+03   0.199484E+02  -0.665470E+02   0.143658E+06   0.126639E+02
  1387   0.805646E+03   0.197326E+02  -0.663049E+02   0.143429E+06   0.127215E+02
  1388   0.807356E+03   0.195175E+02  -0.660475E+02   0.143200E+06   0.128012E+02
  1389   0.809033E+03   0.193032E+02  -0.657750E+02   0.142971E+06   0.129040E+02
  1390   0.810687E+03   0.190897E+02  -0.654874E+02   0.142743E+06   0.130309E+02
  1391   0.812308E+03   0.188771E+02  -0.651850E+02   0.142515E+06   0.131830E+02
  1392   0.813898E+03   0.186656E+02  -0.648677E+02   0.142288E+06   0.133613E+02
  1393   0.815463E+03   0.184551E+02  -0.645359E+02   0.142061E+06   0.135668E+02
  1394   0.816989E+03   0.182457E+02  -0.641895E+02   0.141835E+06   0.138005E+02
  1395   0.818474E+03   0.180375E+02  -0.638289E+02   0.141609E+06   0.140635E+02
  1396   0.819928E+03   0.178306E+02  -0.634539E+02   0.141384E+06   0.143567E+02
  1397   0.821349E+03   0.176251E+02  -0.630649E+02   0.141159E+06   0.146812E+02
  1398   0.822722E+03   0.174210E+02  -0.626618E+02   0.140934E+06   0.150380E+02
  1399   0.824062E+03   0.172183E+02  -0.622451E+02   0.140710E+06   0.154282E+02
  1400   0.825355E+03   0.170172E+02  -0.618149E+02   0.140486E+06   0.158527E+02
  1401   0.826615E+03   0.168178E+02  -0.613714E+02   0.140263E+06   0.163123E+02
  1402   0.827827E+03   0.166201E+02  -0.609147E+02   0.140040E+06   0.168061E+02
  1403   0.828999E+03   0.164240E+02  -0.604452E+02   0.139818E+06   0.173330E+02
  1404   0.830131E+03   0.162299E+02  -0.599630E+02   0.139596E+06   0.178920E+02
  1405   0.831215E+03   0.160376E+02  -0.594683E+02   0.139374E+06   0.184820E+02
  1406   0.832252E+03   0.158474E+02  -0.589613E+02   0.139153E+06   0.191017E+02
  1407   0.833242E+03   0.156591E+02  -0.584423E+02   0.138933E+06   0.197502E+02
  1408   0.834193E+03   0.154730E+02  -0.579115E+02   0.138712E+06   0.204263E+02
  1409   0.835089E+03   0.152889E+02  -0.573692E+02   0.138493E+06   0.211288E+02
  1410   0.835946E+03   0.151071E+02  -0.568155E+02   0.138273E+06   0.218568E+02
  1411   0.836748E+03   0.149274E+02  -0.562506E+02   0.138054E+06   0.226090E+02
  1412   0.837505E+03   0.147502E+02  -0.556749E+02   0.137836E+06   0.233843E+02
