#    L    TT             EE             BB             TE          
  1159   0.134617E+06   0.135270E+02   0.963305E-01  -0.218286E+02
  1160   0.127633E+06   0.135520E+02   0.963119E-01  -0.209909E+02
  1161   0.119645E+06   0.135815E+02   0.962924E-01  -0.201603E+02
  1162   0.110718E+06   0.136153E+02   0.962720E-01  -0.193369E+02
  1163   0.100930E+06   0.136533E+02   0.962507E-01  -0.185212E+02
  1164   0.903625E+05   0.136958E+02   0.962286E-01  -0.177136E+02
  1165   0.791045E+05   0.137424E+02   0.962056E-01  -0.169142E+02
  1166   0.672502E+05   0.137932E+02   0.961818E-01  -0.161236E+02
  1167   0.548980E+05   0.138482E+02   0.961570E-01  -0.153420E+02
  1168   0.421506E+05   0.139073E+02   0.961315E-01  -0.145696E+02
  1169   0.291134E+05   0.139704E+02   0.961050E-01  -0.138069E+02
  1170   0.158938E+05   0.140376E+02   0.960777E-01  -0.130541E+02
  1171   0.260048E+04   0.141087E+02   0.960496E-01  -0.123116E+02
  1172  -0.106576E+05   0.141838E+02   0.960206E-01  -0.115796E+02
  1173  -0.237720E+05   0.142627E+02   0.959907E-01  -0.108585E+02
  1174  -0.366360E+05   0.143455E+02   0.959600E-01  -0.101485E+02
  1175  -0.491450E+05   0.144320E+02   0.959285E-01  -0.945000E+01
  1176  -0.611978E+05   0.145222E+02   0.958962E-01  -0.876314E+01
  1177  -0.726971E+05   0.146160E+02   0.958630E-01  -0.808820E+01
  1178  -0.835504E+05   0.147135E+02   0.958290E-01  -0.742548E+01
  1179  -0.936710E+05   0.148146E+02   0.957941E-01  -0.677522E+01
  1180  -0.102978E+06   0.149190E+02   0.957585E-01  -0.613770E+01
  1181  -0.111398E+06   0.150269E+02   0.957221E-01  -0.551316E+01
  1182  -0.118865E+06   0.151381E+02   0.956848E-01  -0.490182E+01
  1183  -0.125320E+06   0.152526E+02   0.956468E-01  -0.430394E+01
  1184  -0.130714E+06   0.153703E+02   0.956080E-01  -0.371973E+01
  1185  -0.135005E+06   0.154911E+02   0.955684E-01  -0.314946E+01
  1186  -0.138163E+06   0.156151E+02   0.955280E-01  -0.259334E+01
  1187  -0.140164E+06   0.157420E+02   0.954868E-01  -0.205162E+01
  1188  -0.140996E+06   0.158719E+02   0.954449E-01  -0.152446E+01
  1189  -0.140656E+06   0.160046E+02   0.954022E-01  -0.101205E+01
  1190  -0.139149E+06   0.161401E+02   0.953588E-01  -0.514549E+00
  1191  -0.136492E+06   0.162783E+02   0.953146E-01  -0.321326E-01
  1192  -0.132711E+06   0.164192E+02   0.952697E-01   0.435020E+00
  1193  -0.127840E+06   0.165627E+02   0.952240E-01   0.886749E+00
  1194  -0.121921E+06   0.167086E+02   0.951776E-01   0.132287E+01
  1195  -0.115007E+06   0.168569E+02   0.951304E-01   0.174326E+01
  1196  -0.107158E+06   0.170075E+02   0.950826E-01   0.214778E+01
  1197  -0.984413E+05   0.171605E+02   0.950340E-01   0.253631E+01
  1198  -0.889302E+05   0.173155E+02   0.949847E-01   0.290872E+01
  1199  -0.787057E+05   0.174727E+02   0.949347E-01   0.326481E+01
  1200  -0.678539E+05   0.176319E+02   0.948840E-01   0.360457E+01
  1201  -0.564656E+05   0.177930E+02   0.948326E-01   0.392775E+01
  1202  -0.446361E+05   0.179560E+02   0.947805E-01   0.423446E+01
  1203  -0.324636E+05   0.181207E+02   0.947277E-01   0.452451E+01
  1204  -0.200492E+05   0.182872E+02   0.946743E-01   0.479795E+01
  1205  -0.749553E+04   0.184552E+02   0.946201E-01   0.505468E+01
  1206   0.509408E+04   0.186248E+02   0.945653E-01   0.529473E+01
  1207   0.176162E+05   0.187957E+02   0.945099E-01   0.551806E+01
  1208   0.299682E+05   0.189681E+02   0.944537E-01   0.572458E+01
  1209   0.420494E+05   0.191417E+02   0.943969E-01   0.591438E+01
  1210   0.537614E+05   0.193165E+02   0.943395E-01   0.608735E+01
  1211   0.650093E+05   0.194924E+02   0.942815E-01   0.624367E+01
  1212   0.757022E+05   0.196693E+02   0.942228E-01   0.638329E+01
  1213   0.857542E+05   0.198472E+02   0.941634E-01   0.650618E+01
  1214   0.950847E+05   0.200260E+02   0.941035E-01   0.661236E+01
  1215   0.103620E+06   0.202055E+02   0.940430E-01   0.670192E+01
  1216   0.111291E+06   0.203857E+02   0.939818E-01   0.677481E+01
  1217   0.118039E+06   0.205665E+02   0.939201E-01   0.683113E+01
  1218   0.123812E+06   0.207478E+02   0.938578E-01   0.687090E+01
  1219   0.128564E+06   0.209296E+02   0.937949E-01   0.689406E+01
  1220   0.132260E+06   0.211116E+02   0.937314E-01   0.690086E+01
  1221   0.134874E+06   0.212939E+02   0.936674E-01   0.689107E+01
  1222   0.136387E+06   0.214763E+02   0.936029E-01   0.686493E+01
  1223   0.136790E+06   0.216588E+02   0.935378E-01   0.682254E+01
  1224   0.136084E+06   0.218414E+02   0.934723E-01   0.676389E+01
  1225   0.134278E+06   0.220238E+02   0.934062E-01   0.668929E+01
  1226   0.131391E+06   0.222061E+02   0.933396E-01   0.659875E+01
  1227   0.127449E+06   0.223881E+02   0.932725E-01   0.649234E+01
  1228   0.122489E+06   0.225698E+02   0.932050E-01   0.637036E+01
  1229   0.116555E+06   0.227511E+02   0.931371E-01   0.623281E+01
  1230   0.109698E+06   0.229319E+02   0.930686E-01   0.607983E+01
  1231   0.101979E+06   0.231122E+02   0.929998E-01   0.591150E+01
  1232   0.934621E+05   0.232919E+02   0.929306E-01   0.572810E+01
  1233   0.842216E+05   0.234707E+02   0.928610E-01   0.552956E+01
  1234   0.743351E+05   0.236488E+02   0.927910E-01   0.531617E+01
  1235   0.638862E+05   0.238260E+02   0.927206E-01   0.508790E+01
  1236   0.529625E+05   0.240022E+02   0.926499E-01   0.484498E+01
  1237   0.416553E+05   0.241773E+02   0.925789E-01   0.458754E+01
  1238   0.300588E+05   0.243513E+02   0.925075E-01   0.431579E+01
  1239   0.182692E+05   0.245240E+02   0.924359E-01   0.402986E+01
  1240   0.638396E+04   0.246954E+02   0.923640E-01   0.372995E+01
  1241  -0.549895E+04   0.248655E+02   0.922918E-01   0.341628E+01
  1242  -0.172819E+05   0.250341E+02   0.922194E-01   0.308904E+01
  1243  -0.288686E+05   0.252012E+02   0.921468E-01   0.274836E+01
  1244  -0.401644E+05   0.253667E+02   0.920739E-01   0.239437E+01
  1245  -0.510777E+05   0.255305E+02   0.920009E-01   0.202740E+01
  1246  -0.615200E+05   0.256925E+02   0.919277E-01   0.164761E+01
  1247  -0.714073E+05   0.258527E+02   0.918543E-01   0.125519E+01
  1248  -0.806603E+05   0.260110E+02   0.917808E-01   0.850341E+00
  1249  -0.892053E+05   0.261673E+02   0.917071E-01   0.433265E+00
  1250  -0.969746E+05   0.263215E+02   0.916334E-01   0.418575E-02
  1251  -0.103907E+06   0.264736E+02   0.915595E-01  -0.436647E+00
  1252  -0.109949E+06   0.266235E+02   0.914856E-01  -0.888974E+00
  1253  -0.115053E+06   0.267712E+02   0.914116E-01  -0.135254E+01
  1254  -0.119182E+06   0.269167E+02   0.913376E-01  -0.182711E+01
  1255  -0.122305E+06   0.270598E+02   0.912636E-01  -0.231241E+01
  1256  -0.124400E+06   0.272005E+02   0.911895E-01  -0.280820E+01
  1257  -0.125453E+06   0.273387E+02   0.911154E-01  -0.331425E+01
  1258  -0.125459E+06   0.274745E+02   0.910413E-01  -0.383029E+01
  1259  -0.124423E+06   0.276077E+02   0.909673E-01  -0.435608E+01
  1260  -0.122357E+06   0.277384E+02   0.908933E-01  -0.489137E+01
  1261  -0.119282E+06   0.278664E+02   0.908193E-01  -0.543592E+01
  1262  -0.115226E+06   0.279916E+02   0.907454E-01  -0.598948E+01
  1263  -0.110227E+06   0.281140E+02   0.906716E-01  -0.655181E+01
  1264  -0.104329E+06   0.282337E+02   0.905978E-01  -0.712264E+01
  1265  -0.975846E+05   0.283505E+02   0.905242E-01  -0.770171E+01
  1266  -0.900519E+05   0.284643E+02   0.904507E-01  -0.828872E+01
  1267  -0.817961E+05   0.285752E+02   0.903772E-01  -0.888339E+01
  1268  -0.728877E+05   0.286830E+02   0.903039E-01  -0.948543E+01
  1269  -0.634025E+05   0.287879E+02   0.902308E-01  -0.100946E+02
  1270  -0.534209E+05   0.288897E+02   0.901577E-01  -0.107105E+02
  1271  -0.430267E+05   0.289883E+02   0.900848E-01  -0.113329E+02
  1272  -0.323070E+05   0.290838E+02   0.900121E-01  -0.119617E+02
  1273  -0.213514E+05   0.291760E+02   0.899396E-01  -0.125962E+02
  1274  -0.102509E+05   0.292650E+02   0.898672E-01  -0.132365E+02
  1275   0.902718E+03   0.293508E+02   0.897950E-01  -0.138821E+02
  1276   0.120174E+05   0.294333E+02   0.897230E-01  -0.145328E+02
  1277   0.230018E+05   0.295125E+02   0.896512E-01  -0.151882E+02
  1278   0.337662E+05   0.295883E+02   0.895796E-01  -0.158480E+02
  1279   0.442227E+05   0.296606E+02   0.895083E-01  -0.165121E+02
  1280   0.542867E+05   0.297297E+02   0.894371E-01  -0.171801E+02
  1281   0.638767E+05   0.297951E+02   0.893661E-01  -0.178517E+02
  1282   0.729158E+05   0.298571E+02   0.892954E-01  -0.185265E+02
  1283   0.813318E+05   0.299156E+02   0.892250E-01  -0.192044E+02
  1284   0.890579E+05   0.299705E+02   0.891547E-01  -0.198849E+02
  1285   0.960333E+05   0.300218E+02   0.890848E-01  -0.205679E+02
  1286   0.102204E+06   0.300695E+02   0.890151E-01  -0.212530E+02
  1287   0.107521E+06   0.301136E+02   0.889456E-01  -0.219400E+02
  1288   0.111946E+06   0.301541E+02   0.888764E-01  -0.226284E+02
  1289   0.115445E+06   0.301909E+02   0.888075E-01  -0.233179E+02
  1290   0.117993E+06   0.302241E+02   0.887389E-01  -0.240084E+02
  1291   0.119574E+06   0.302537E+02   0.886706E-01  -0.246995E+02
  1292   0.120177E+06   0.302797E+02   0.886025E-01  -0.253909E+02
  1293   0.119803E+06   0.303021E+02   0.885348E-01  -0.260823E+02
  1294   0.118457E+06   0.303207E+02   0.884674E-01  -0.267734E+02
  1295   0.116157E+06   0.303358E+02   0.884003E-01  -0.274640E+02
  1296   0.112923E+06   0.303471E+02   0.883335E-01  -0.281537E+02
  1297   0.108787E+06   0.303548E+02   0.882671E-01  -0.288423E+02
  1298   0.103786E+06   0.303588E+02   0.882010E-01  -0.295296E+02
  1299   0.979662E+05   0.303590E+02   0.881353E-01  -0.302152E+02
  1300   0.913775E+05   0.303556E+02   0.880699E-01  -0.308988E+02
  1301   0.840778E+05   0.303485E+02   0.880049E-01  -0.315803E+02
  1302   0.761302E+05   0.303377E+02   0.879402E-01  -0.322592E+02
  1303   0.676028E+05   0.303233E+02   0.878759E-01  -0.329354E+02
  1304   0.585683E+05   0.303052E+02   0.878121E-01  -0.336084E+02
  1305   0.491030E+05   0.302835E+02   0.877486E-01  -0.342782E+02
  1306   0.392868E+05   0.302582E+02   0.876855E-01  -0.349442E+02
  1307   0.292018E+05   0.302293E+02   0.876228E-01  -0.356063E+02
  1308   0.189322E+05   0.301968E+02   0.875606E-01  -0.362642E+02
  1309   0.856325E+04   0.301607E+02   0.874987E-01  -0.369176E+02
  1310  -0.181937E+04   0.301211E+02   0.874373E-01  -0.375661E+02
  1311  -0.121302E+05   0.300779E+02   0.873764E-01  -0.382096E+02
  1312  -0.222848E+05   0.300312E+02   0.873159E-01  -0.388477E+02
  1313  -0.322003E+05   0.299809E+02   0.872558E-01  -0.394801E+02
  1314  -0.417962E+05   0.299271E+02   0.871962E-01  -0.401068E+02
  1315  -0.509952E+05   0.298699E+02   0.871371E-01  -0.407272E+02
  1316  -0.597233E+05   0.298093E+02   0.870784E-01  -0.413412E+02
  1317  -0.679109E+05   0.297453E+02   0.870202E-01  -0.419487E+02
  1318  -0.754931E+05   0.296780E+02   0.869625E-01  -0.425493E+02
  1319  -0.824103E+05   0.296074E+02   0.869053E-01  -0.431428E+02
  1320  -0.886088E+05   0.295336E+02   0.868486E-01  -0.437289E+02
  1321  -0.940407E+05   0.294565E+02   0.867923E-01  -0.443074E+02
  1322  -0.986651E+05   0.293763E+02   0.867366E-01  -0.448782E+02
  1323  -0.102448E+06   0.292930E+02   0.866813E-01  -0.454409E+02
  1324  -0.105361E+06   0.292066E+02   0.866266E-01  -0.459953E+02
  1325  -0.107386E+06   0.291170E+02   0.865724E-01  -0.465413E+02
  1326  -0.108509E+06   0.290245E+02   0.865186E-01  -0.470785E+02
  1327  -0.108725E+06   0.289289E+02   0.864654E-01  -0.476069E+02
  1328  -0.108038E+06   0.288302E+02   0.864127E-01  -0.481260E+02
  1329  -0.106456E+06   0.287287E+02   0.863605E-01  -0.486358E+02
  1330  -0.103998E+06   0.286243E+02   0.863087E-01  -0.491362E+02
  1331  -0.100687E+06   0.285171E+02   0.862575E-01  -0.496268E+02
  1332  -0.965557E+05   0.284070E+02   0.862068E-01  -0.501076E+02
  1333  -0.916407E+05   0.282942E+02   0.861566E-01  -0.505782E+02
  1334  -0.859867E+05   0.281787E+02   0.861069E-01  -0.510386E+02
  1335  -0.796436E+05   0.280605E+02   0.860576E-01  -0.514884E+02
  1336  -0.726670E+05   0.279398E+02   0.860089E-01  -0.519277E+02
  1337  -0.651173E+05   0.278164E+02   0.859606E-01  -0.523562E+02
  1338  -0.570592E+05   0.276907E+02   0.859128E-01  -0.527737E+02
  1339  -0.485615E+05   0.275623E+02   0.858655E-01  -0.531801E+02
  1340  -0.396962E+05   0.274317E+02   0.858186E-01  -0.535753E+02
  1341  -0.305378E+05   0.272986E+02   0.857722E-01  -0.539590E+02
  1342  -0.211632E+05   0.271633E+02   0.857262E-01  -0.543311E+02
  1343  -0.116503E+05   0.270256E+02   0.856807E-01  -0.546915E+02
  1344  -0.207799E+04   0.268858E+02   0.856356E-01  -0.550400E+02
  1345   0.747485E+04   0.267438E+02   0.855910E-01  -0.553764E+02
  1346   0.169299E+05   0.265997E+02   0.855467E-01  -0.557007E+02
  1347   0.262099E+05   0.264535E+02   0.855029E-01  -0.560127E+02
  1348   0.352397E+05   0.263053E+02   0.854595E-01  -0.563121E+02
  1349   0.439465E+05   0.261551E+02   0.854164E-01  -0.565990E+02
  1350   0.522602E+05   0.260031E+02   0.853738E-01  -0.568733E+02
  1351   0.601149E+05   0.258493E+02   0.853315E-01  -0.571349E+02
  1352   0.674483E+05   0.256937E+02   0.852896E-01  -0.573838E+02
  1353   0.742030E+05   0.255364E+02   0.852481E-01  -0.576199E+02
  1354   0.803266E+05   0.253777E+02   0.852069E-01  -0.578431E+02
  1355   0.857722E+05   0.252173E+02   0.851661E-01  -0.580534E+02
  1356   0.904985E+05   0.250556E+02   0.851255E-01  -0.582508E+02
  1357   0.944707E+05   0.248925E+02   0.850854E-01  -0.584353E+02
  1358   0.976602E+05   0.247279E+02   0.850455E-01  -0.586066E+02
  1359   0.100045E+06   0.245622E+02   0.850059E-01  -0.587648E+02
  1360   0.101610E+06   0.243952E+02   0.849667E-01  -0.589099E+02
  1361   0.102346E+06   0.242271E+02   0.849277E-01  -0.590418E+02
  1362   0.102252E+06   0.240579E+02   0.848890E-01  -0.591604E+02
  1363   0.101333E+06   0.238877E+02   0.848506E-01  -0.592657E+02
  1364   0.996017E+05   0.237164E+02   0.848124E-01  -0.593578E+02
  1365   0.970761E+05   0.235443E+02   0.847745E-01  -0.594366E+02
  1366   0.937813E+05   0.233714E+02   0.847369E-01  -0.595021E+02
  1367   0.897485E+05   0.231978E+02   0.846995E-01  -0.595543E+02
  1368   0.850150E+05   0.230233E+02   0.846624E-01  -0.595933E+02
  1369   0.796232E+05   0.228483E+02   0.846254E-01  -0.596189E+02
  1370   0.736212E+05   0.226729E+02   0.845887E-01  -0.596313E+02
  1371   0.670613E+05   0.224968E+02   0.845523E-01  -0.596305E+02
  1372   0.600004E+05   0.223204E+02   0.845160E-01  -0.596165E+02
  1373   0.524993E+05   0.221435E+02   0.844800E-01  -0.595894E+02
  1374   0.446218E+05   0.219665E+02   0.844441E-01  -0.595493E+02
  1375   0.364344E+05   0.217891E+02   0.844084E-01  -0.594960E+02
  1376   0.280061E+05   0.216118E+02   0.843730E-01  -0.594298E+02
  1377   0.194072E+05   0.214342E+02   0.843377E-01  -0.593506E+02
  1378   0.107089E+05   0.212567E+02   0.843026E-01  -0.592584E+02
  1379   0.198314E+04   0.210792E+02   0.842677E-01  -0.591535E+02
  1380  -0.669864E+04   0.209018E+02   0.842329E-01  -0.590356E+02
  1381  -0.152656E+05   0.207245E+02   0.841983E-01  -0.589050E+02
  1382  -0.236484E+05   0.205474E+02   0.841638E-01  -0.587616E+02
  1383  -0.317795E+05   0.203706E+02   0.841295E-01  -0.586055E+02
  1384  -0.395940E+05   0.201941E+02   0.840954E-01  -0.584368E+02
  1385  -0.470297E+05   0.200180E+02   0.840613E-01  -0.582557E+02
  1386  -0.540281E+05   0.198424E+02   0.840274E-01  -0.580622E+02
  1387  -0.605346E+05   0.196674E+02   0.839937E-01  -0.578566E+02
  1388  -0.664990E+05   0.194930E+02   0.839600E-01  -0.576389E+02
  1389  -0.718757E+05   0.193192E+02   0.839265E-01  -0.574094E+02
  1390  -0.766244E+05   0.191462E+02   0.838930E-01  -0.571680E+02
  1391  -0.807100E+05   0.189740E+02   0.838597E-01  -0.569151E+02
  1392  -0.841032E+05   0.188027E+02   0.838264E-01  -0.566505E+02
  1393  -0.867804E+05   0.186323E+02   0.837933E-01  -0.563745E+02
  1394  -0.887241E+05   0.184629E+02   0.837602E-01  -0.560872E+02
  1395  -0.899230E+05   0.182945E+02   0.837271E-01  -0.557887E+02
  1396  -0.903718E+05   0.181271E+02   0.836942E-01  -0.554790E+02
  1397  -0.900715E+05   0.179609E+02   0.836612E-01  -0.551584E+02
  1398  -0.890291E+05   0.177959E+02   0.836283E-01  -0.548269E+02
  1399  -0.872578E+05   0.176322E+02   0.835955E-01  -0.544847E+02
  1400  -0.847764E+05   0.174697E+02   0.835626E-01  -0.541320E+02
  1401  -0.816097E+05   0.173086E+02   0.835298E-01  -0.537691E+02
  1402  -0.777878E+05   0.171489E+02   0.834969E-01  -0.533958E+02
  1403  -0.733459E+05   0.169906E+02   0.834640E-01  -0.530127E+02
  1404  -0.683241E+05   0.168338E+02   0.834312E-01  -0.526198E+02
  1405  -0.627671E+05   0.166786E+02   0.833982E-01  -0.522172E+02
  1406  -0.567234E+05   0.165251E+02   0.833653E-01  -0.518051E+02
  1407  -0.502455E+05   0.163731E+02   0.833322E-01  -0.513839E+02
  1408  -0.433887E+05   0.162229E+02   0.832991E-01  -0.509535E+02
  1409  -0.362115E+05   0.160744E+02   0.832659E-01  -0.505142E+02
  1410  -0.287742E+05   0.159277E+02   0.832326E-01  -0.500663E+02
  1411  -0.211390E+05   0.157828E+02   0.831992E-01  -0.496097E+02
  1412  -0.133693E+05   0.156398E+02   0.831657E-01  -0.491449E+02
  1413  -0.552933E+04   0.154988E+02   0.831321E-01  -0.486719E+02
  1414   0.231688E+04   0.153597E+02   0.830983E-01  -0.481911E+02
  1415   0.101054E+05   0.152226E+02   0.830643E-01  -0.477027E+02
  1416   0.177735E+05   0.150876E+02   0.830302E-01  -0.472069E+02
  1417   0.252594E+05   0.149546E+02   0.829959E-01  -0.467039E+02
  1418   0.325037E+05   0.148239E+02   0.829613E-01  -0.461940E+02
  1419   0.394490E+05   0.146953E+02   0.829266E-01  -0.456773E+02
  1420   0.460411E+05   0.145689E+02   0.828917E-01  -0.451542E+02
  1421   0.522287E+05   0.144448E+02   0.828565E-01  -0.446248E+02
  1422   0.579644E+05   0.143231E+02   0.828211E-01  -0.440893E+02
  1423   0.632047E+05   0.142035E+02   0.827854E-01  -0.435479E+02
  1424   0.679103E+05   0.140864E+02   0.827495E-01  -0.430008E+02
  1425   0.720469E+05   0.139717E+02   0.827133E-01  -0.424482E+02
  1426   0.755847E+05   0.138594E+02   0.826768E-01  -0.418905E+02
  1427   0.784992E+05   0.137495E+02   0.826400E-01  -0.413277E+02
  1428   0.807710E+05   0.136421E+02   0.826029E-01  -0.407601E+02
  1429   0.823861E+05   0.135371E+02   0.825655E-01  -0.401880E+02
  1430   0.833360E+05   0.134347E+02   0.825278E-01  -0.396116E+02
  1431   0.836176E+05   0.133349E+02   0.824897E-01  -0.390310E+02
  1432   0.832333E+05   0.132377E+02   0.824513E-01  -0.384466E+02
  1433   0.821908E+05   0.131431E+02   0.824125E-01  -0.378585E+02
  1434   0.805032E+05   0.130510E+02   0.823734E-01  -0.372670E+02
  1435   0.781886E+05   0.129617E+02   0.823340E-01  -0.366723E+02
  1436   0.752701E+05   0.128749E+02   0.822941E-01  -0.360747E+02
  1437   0.717756E+05   0.127908E+02   0.822539E-01  -0.354744E+02
  1438   0.677374E+05   0.127095E+02   0.822133E-01  -0.348716E+02
  1439   0.631919E+05   0.126309E+02   0.821724E-01  -0.342666E+02
  1440   0.581795E+05   0.125550E+02   0.821310E-01  -0.336595E+02
  1441   0.527440E+05   0.124819E+02   0.820893E-01  -0.330506E+02
  1442   0.469321E+05   0.124115E+02   0.820472E-01  -0.324402E+02
  1443   0.407935E+05   0.123438E+02   0.820047E-01  -0.318284E+02
  1444   0.343801E+05   0.122789E+02   0.819617E-01  -0.312156E+02
  1445   0.277454E+05   0.122168E+02   0.819184E-01  -0.306018E+02
  1446   0.209445E+05   0.121575E+02   0.818747E-01  -0.299874E+02
  1447   0.140333E+05   0.121010E+02   0.818306E-01  -0.293726E+02
  1448   0.706842E+04   0.120472E+02   0.817860E-01  -0.287576E+02
  1449   0.106115E+03   0.119964E+02   0.817411E-01  -0.281427E+02
  1450  -0.679761E+04   0.119482E+02   0.816957E-01  -0.275282E+02
  1451  -0.135877E+05   0.119030E+02   0.816500E-01  -0.269142E+02
  1452  -0.202104E+05   0.118605E+02   0.816038E-01  -0.263011E+02
  1453  -0.266139E+05   0.118208E+02   0.815572E-01  -0.256891E+02
  1454  -0.327482E+05   0.117840E+02   0.815102E-01  -0.250783E+02
  1455  -0.385663E+05   0.117499E+02   0.814628E-01  -0.244690E+02
  1456  -0.440238E+05   0.117187E+02   0.814150E-01  -0.238614E+02
  1457  -0.490797E+05   0.116903E+02   0.813667E-01  -0.232556E+02
  1458  -0.536965E+05   0.116646E+02   0.813181E-01  -0.226519E+02
  1459  -0.578406E+05   0.116417E+02   0.812690E-01  -0.220504E+02
  1460  -0.614823E+05   0.116216E+02   0.812195E-01  -0.214514E+02
  1461  -0.645963E+05   0.116042E+02   0.811697E-01  -0.208551E+02
  1462  -0.671618E+05   0.115896E+02   0.811194E-01  -0.202617E+02
  1463  -0.691625E+05   0.115777E+02   0.810686E-01  -0.196714E+02
  1464  -0.705867E+05   0.115685E+02   0.810175E-01  -0.190843E+02
  1465  -0.714276E+05   0.115621E+02   0.809659E-01  -0.185006E+02
  1466  -0.716828E+05   0.115583E+02   0.809140E-01  -0.179208E+02
  1467  -0.713550E+05   0.115572E+02   0.808616E-01  -0.173447E+02
  1468  -0.704513E+05   0.115588E+02   0.808087E-01  -0.167727E+02
  1469  -0.689835E+05   0.115630E+02   0.807555E-01  -0.162050E+02
  1470  -0.669676E+05   0.115698E+02   0.807018E-01  -0.156417E+02
  1471  -0.644240E+05   0.115792E+02   0.806477E-01  -0.150831E+02
  1472  -0.613773E+05   0.115913E+02   0.805932E-01  -0.145292E+02
  1473  -0.578556E+05   0.116058E+02   0.805383E-01  -0.139803E+02
  1474  -0.538907E+05   0.116229E+02   0.804829E-01  -0.134366E+02
  1475  -0.495178E+05   0.116425E+02   0.804271E-01  -0.128983E+02
  1476  -0.447748E+05   0.116646E+02   0.803708E-01  -0.123655E+02
  1477  -0.397024E+05   0.116892E+02   0.803141E-01  -0.118383E+02
  1478  -0.343436E+05   0.117161E+02   0.802570E-01  -0.113170E+02
  1479  -0.287432E+05   0.117455E+02   0.801995E-01  -0.108017E+02
  1480  -0.229477E+05   0.117772E+02   0.801414E-01  -0.102926E+02
  1481  -0.170045E+05   0.118114E+02   0.800830E-01  -0.978976E+01
  1482  -0.109620E+05   0.118478E+02   0.800241E-01  -0.929343E+01
  1483  -0.486901E+04   0.118865E+02   0.799647E-01  -0.880371E+01
  1484   0.122593E+04   0.119275E+02   0.799049E-01  -0.832074E+01
  1485   0.727449E+04   0.119707E+02   0.798446E-01  -0.784467E+01
  1486   0.132292E+05   0.120161E+02   0.797839E-01  -0.737563E+01
  1487   0.190436E+05   0.120636E+02   0.797227E-01  -0.691377E+01
  1488   0.246731E+05   0.121133E+02   0.796610E-01  -0.645921E+01
  1489   0.300745E+05   0.121650E+02   0.795989E-01  -0.601209E+01
  1490   0.352071E+05   0.122188E+02   0.795364E-01  -0.557252E+01
  1491   0.400326E+05   0.122746E+02   0.794733E-01  -0.514062E+01
  1492   0.445154E+05   0.123323E+02   0.794098E-01  -0.471650E+01
  1493   0.486230E+05   0.123921E+02   0.793459E-01  -0.430030E+01
  1494   0.523262E+05   0.124536E+02   0.792815E-01  -0.389213E+01
  1495   0.555990E+05   0.125171E+02   0.792166E-01  -0.349210E+01
  1496   0.584194E+05   0.125823E+02   0.791513E-01  -0.310031E+01
  1497   0.607688E+05   0.126493E+02   0.790855E-01  -0.271683E+01
  1498   0.626326E+05   0.127181E+02   0.790192E-01  -0.234176E+01
  1499   0.640002E+05   0.127885E+02   0.789525E-01  -0.197517E+01
  1500   0.648650E+05   0.128606E+02   0.788854E-01  -0.161716E+01
  1501   0.652243E+05   0.129343E+02   0.788178E-01  -0.126783E+01
  1502   0.650796E+05   0.130095E+02   0.787497E-01  -0.927234E+00
  1503   0.644360E+05   0.130863E+02   0.786812E-01  -0.595485E+00
  1504   0.633029E+05   0.131645E+02   0.786123E-01  -0.272628E+00
  1505   0.616930E+05   0.132441E+02   0.785430E-01   0.412533E-01
  1506   0.596229E+05   0.133251E+02   0.784732E-01   0.346084E+00
  1507   0.571126E+05   0.134075E+02   0.784030E-01   0.641788E+00
  1508   0.541854E+05   0.134911E+02   0.783325E-01   0.928272E+00
  1509   0.508674E+05   0.135760E+02   0.782615E-01   0.120557E+01
  1510   0.471879E+05   0.136620E+02   0.781901E-01   0.147348E+01
  1511   0.431784E+05   0.137492E+02   0.781183E-01   0.173210E+01
  1512   0.388729E+05   0.138376E+02   0.780461E-01   0.198137E+01
  1513   0.343072E+05   0.139269E+02   0.779736E-01   0.222133E+01
  1514   0.295191E+05   0.140172E+02   0.779007E-01   0.245183E+01
  1515   0.245475E+05   0.141085E+02   0.778275E-01   0.267297E+01
  1516   0.194324E+05   0.142008E+02   0.777539E-01   0.288461E+01
  1517   0.142148E+05   0.142939E+02   0.776799E-01   0.308678E+01
  1518   0.893576E+04   0.143878E+02   0.776057E-01   0.327948E+01
  1519   0.363671E+04   0.144825E+02   0.775311E-01   0.346273E+01
  1520  -0.164127E+04   0.145778E+02   0.774562E-01   0.363638E+01
  1521  -0.685760E+04   0.146739E+02   0.773810E-01   0.380053E+01
  1522  -0.119726E+05   0.147707E+02   0.773056E-01   0.395519E+01
  1523  -0.169476E+05   0.148679E+02   0.772298E-01   0.410020E+01
  1524  -0.217455E+05   0.149657E+02   0.771538E-01   0.423565E+01
  1525  -0.263310E+05   0.150639E+02   0.770775E-01   0.436155E+01
  1526  -0.306704E+05   0.151625E+02   0.770010E-01   0.447789E+01
  1527  -0.347326E+05   0.152616E+02   0.769242E-01   0.458476E+01
  1528  -0.384886E+05   0.153610E+02   0.768472E-01   0.468208E+01
  1529  -0.419123E+05   0.154606E+02   0.767700E-01   0.476999E+01
  1530  -0.449802E+05   0.155605E+02   0.766926E-01   0.484836E+01
  1531  -0.476717E+05   0.156605E+02   0.766149E-01   0.491724E+01
  1532  -0.499694E+05   0.157608E+02   0.765371E-01   0.497671E+01
  1533  -0.518591E+05   0.158610E+02   0.764591E-01   0.502677E+01
