#    L    TT             EE             BB             TE             PP             TP             EP          
   230   0.470217E+04   0.115739E+01   0.000000E+00   0.265236E+02   0.497653E-07   0.118472E-03   0.103013E-06
   231   0.471856E+04   0.119762E+01   0.000000E+00   0.280666E+02   0.495431E-07   0.117142E-03   0.117012E-06
   232   0.473410E+04   0.123972E+01   0.000000E+00   0.296196E+02   0.493231E-07   0.115810E-03   0.130859E-06
   233   0.474877E+04   0.128373E+01   0.000000E+00   0.311815E+02   0.491053E-07   0.114476E-03   0.144559E-06
   234   0.476255E+04   0.132967E+01   0.000000E+00   0.327515E+02   0.488897E-07   0.113142E-03   0.158121E-06
   235   0.477545E+04   0.137758E+01   0.000000E+00   0.343286E+02   0.486760E-07   0.111811E-03   0.171550E-06
   236   0.478742E+04   0.142747E+01   0.000000E+00   0.359117E+02   0.484643E-07   0.110485E-03   0.184854E-06
   237   0.479848E+04   0.147937E+01   0.000000E+00   0.374998E+02   0.482545E-07   0.109164E-03   0.198041E-06
   238   0.480859E+04   0.153329E+01   0.000000E+00   0.390920E+02   0.480466E-07   0.107851E-03   0.211116E-06
   239   0.481776E+04   0.158925E+01   0.000000E+00   0.406872E+02   0.478404E-07   0.106547E-03   0.224088E-06
   240   0.482597E+04   0.164729E+01   0.000000E+00   0.422844E+02   0.476359E-07   0.105255E-03   0.236963E-06
   241   0.483319E+04   0.170743E+01   0.000000E+00   0.438826E+02   0.474330E-07   0.103976E-03   0.249748E-06
   242   0.483943E+04   0.176968E+01   0.000000E+00   0.454808E+02   0.472316E-07   0.102712E-03   0.262451E-06
   243   0.484466E+04   0.183406E+01   0.000000E+00   0.470779E+02   0.470318E-07   0.101464E-03   0.275077E-06
   244   0.484888E+04   0.190058E+01   0.000000E+00   0.486730E+02   0.468333E-07   0.100234E-03   0.287635E-06
   245   0.485208E+04   0.196928E+01   0.000000E+00   0.502651E+02   0.466362E-07   0.990250E-04   0.300132E-06
   246   0.485425E+04   0.204014E+01   0.000000E+00   0.518532E+02   0.464404E-07   0.978374E-04   0.312574E-06
   247   0.485537E+04   0.211320E+01   0.000000E+00   0.534363E+02   0.462457E-07   0.966735E-04   0.324968E-06
   248   0.485545E+04   0.218848E+01   0.000000E+00   0.550134E+02   0.460522E-07   0.955350E-04   0.337322E-06
   249   0.485445E+04   0.226597E+01   0.000000E+00   0.565834E+02   0.458597E-07   0.944236E-04   0.349642E-06
   250   0.485238E+04   0.234570E+01   0.000000E+00   0.581455E+02   0.456683E-07   0.933411E-04   0.361936E-06
   251   0.484921E+04   0.242766E+01   0.000000E+00   0.596984E+02   0.454778E-07   0.922889E-04   0.374209E-06
   252   0.484497E+04   0.251187E+01   0.000000E+00   0.612412E+02   0.452882E-07   0.912666E-04   0.386462E-06
   253   0.483966E+04   0.259833E+01   0.000000E+00   0.627732E+02   0.450995E-07   0.902736E-04   0.398693E-06
   254   0.483331E+04   0.268706E+01   0.000000E+00   0.642932E+02   0.449117E-07   0.893091E-04   0.410903E-06
   255   0.482591E+04   0.277805E+01   0.000000E+00   0.658004E+02   0.447249E-07   0.883724E-04   0.423090E-06
   256   0.481749E+04   0.287130E+01   0.000000E+00   0.672940E+02   0.445389E-07   0.874628E-04   0.435254E-06
   257   0.480807E+04   0.296684E+01   0.000000E+00   0.687731E+02   0.443539E-07   0.865796E-04   0.447393E-06
   258   0.479767E+04   0.306463E+01   0.000000E+00   0.702367E+02   0.441698E-07   0.857220E-04   0.459507E-06
   259   0.478631E+04   0.316471E+01   0.000000E+00   0.716851E+02   0.439866E-07   0.848894E-04   0.471595E-06
   260   0.477403E+04   0.326706E+01   0.000000E+00   0.731159E+02   0.438043E-07   0.840809E-04   0.483656E-06
   261   0.476084E+04   0.337168E+01   0.000000E+00   0.745297E+02   0.436228E-07   0.832960E-04   0.495689E-06
   262   0.474676E+04   0.347858E+01   0.000000E+00   0.759249E+02   0.434423E-07   0.825339E-04   0.507694E-06
   263   0.473183E+04   0.358775E+01   0.000000E+00   0.773015E+02   0.432627E-07   0.817938E-04   0.519669E-06
   264   0.471605E+04   0.369918E+01   0.000000E+00   0.786577E+02   0.430840E-07   0.810750E-04   0.531615E-06
   265   0.469943E+04   0.381287E+01   0.000000E+00   0.799942E+02   0.429061E-07   0.803769E-04   0.543529E-06
   266   0.468200E+04   0.392880E+01   0.000000E+00   0.813087E+02   0.427291E-07   0.796987E-04   0.555412E-06
   267   0.466378E+04   0.404695E+01   0.000000E+00   0.826003E+02   0.425531E-07   0.790397E-04   0.567262E-06
   268   0.464479E+04   0.416733E+01   0.000000E+00   0.838696E+02   0.423779E-07   0.783991E-04   0.579078E-06
   269   0.462502E+04   0.428992E+01   0.000000E+00   0.851143E+02   0.422035E-07   0.777764E-04   0.590860E-06
   270   0.460451E+04   0.441471E+01   0.000000E+00   0.863350E+02   0.420301E-07   0.771707E-04   0.602607E-06
   271   0.458328E+04   0.454167E+01   0.000000E+00   0.875293E+02   0.418575E-07   0.765812E-04   0.614318E-06
   272   0.456134E+04   0.467081E+01   0.000000E+00   0.886978E+02   0.416858E-07   0.760075E-04   0.625992E-06
   273   0.453873E+04   0.480208E+01   0.000000E+00   0.898390E+02   0.415150E-07   0.754486E-04   0.637629E-06
   274   0.451545E+04   0.493548E+01   0.000000E+00   0.909535E+02   0.413450E-07   0.749038E-04   0.649228E-06
   275   0.449153E+04   0.507098E+01   0.000000E+00   0.920388E+02   0.411759E-07   0.743726E-04   0.660787E-06
   276   0.446699E+04   0.520857E+01   0.000000E+00   0.930957E+02   0.410077E-07   0.738541E-04   0.672306E-06
   277   0.444186E+04   0.534822E+01   0.000000E+00   0.941226E+02   0.408403E-07   0.733476E-04   0.683784E-06
   278   0.441615E+04   0.548992E+01   0.000000E+00   0.951185E+02   0.406738E-07   0.728525E-04   0.695220E-06
   279   0.438988E+04   0.563363E+01   0.000000E+00   0.960840E+02   0.405081E-07   0.723679E-04   0.706614E-06
   280   0.436309E+04   0.577930E+01   0.000000E+00   0.970177E+02   0.403433E-07   0.718932E-04   0.717964E-06
   281   0.433578E+04   0.592695E+01   0.000000E+00   0.979193E+02   0.401793E-07   0.714277E-04   0.729271E-06
   282   0.430797E+04   0.607650E+01   0.000000E+00   0.987880E+02   0.400162E-07   0.709706E-04   0.740532E-06
   283   0.427970E+04   0.622795E+01   0.000000E+00   0.996229E+02   0.398539E-07   0.705213E-04   0.751747E-06
   284   0.425098E+04   0.638127E+01   0.000000E+00   0.100423E+03   0.396924E-07   0.700790E-04   0.762916E-06
   285   0.422182E+04   0.653641E+01   0.000000E+00   0.101189E+03   0.395318E-07   0.696430E-04   0.774037E-06
   286   0.419225E+04   0.669336E+01   0.000000E+00   0.101919E+03   0.393721E-07   0.692125E-04   0.785110E-06
   287   0.416231E+04   0.685204E+01   0.000000E+00   0.102614E+03   0.392131E-07   0.687870E-04   0.796134E-06
   288   0.413200E+04   0.701245E+01   0.000000E+00   0.103271E+03   0.390550E-07   0.683656E-04   0.807107E-06
   289   0.410134E+04   0.717454E+01   0.000000E+00   0.103893E+03   0.388977E-07   0.679476E-04   0.818030E-06
   290   0.407036E+04   0.733827E+01   0.000000E+00   0.104476E+03   0.387413E-07   0.675324E-04   0.828901E-06
   291   0.403908E+04   0.750363E+01   0.000000E+00   0.105021E+03   0.385856E-07   0.671192E-04   0.839720E-06
   292   0.400752E+04   0.767046E+01   0.000000E+00   0.105528E+03   0.384308E-07   0.667072E-04   0.850486E-06
   293   0.397570E+04   0.783886E+01   0.000000E+00   0.105996E+03   0.382768E-07   0.662959E-04   0.861197E-06
   294   0.394364E+04   0.800874E+01   0.000000E+00   0.106424E+03   0.381237E-07   0.658844E-04   0.871854E-06
   295   0.391136E+04   0.817996E+01   0.000000E+00   0.106812E+03   0.379713E-07   0.654721E-04   0.882454E-06
   296   0.387888E+04   0.835260E+01   0.000000E+00   0.107159E+03   0.378198E-07   0.650582E-04   0.892998E-06
   297   0.384622E+04   0.852649E+01   0.000000E+00   0.107465E+03   0.376690E-07   0.646420E-04   0.903485E-06
   298   0.381340E+04   0.870165E+01   0.000000E+00   0.107728E+03   0.375191E-07   0.642228E-04   0.913914E-06
   299   0.378044E+04   0.887800E+01   0.000000E+00   0.107950E+03   0.373700E-07   0.637999E-04   0.924283E-06
   300   0.374736E+04   0.905546E+01   0.000000E+00   0.108130E+03   0.372216E-07   0.633726E-04   0.934592E-06
   301   0.371419E+04   0.923411E+01   0.000000E+00   0.108267E+03   0.370741E-07   0.629403E-04   0.944841E-06
   302   0.368095E+04   0.941372E+01   0.000000E+00   0.108361E+03   0.369274E-07   0.625031E-04   0.955025E-06
   303   0.364765E+04   0.959438E+01   0.000000E+00   0.108414E+03   0.367814E-07   0.620611E-04   0.965141E-06
   304   0.361429E+04   0.977600E+01   0.000000E+00   0.108426E+03   0.366363E-07   0.616146E-04   0.975185E-06
   305   0.358091E+04   0.995852E+01   0.000000E+00   0.108395E+03   0.364920E-07   0.611638E-04   0.985155E-06
   306   0.354751E+04   0.101419E+02   0.000000E+00   0.108324E+03   0.363484E-07   0.607089E-04   0.995046E-06
   307   0.351410E+04   0.103261E+02   0.000000E+00   0.108212E+03   0.362056E-07   0.602501E-04   0.100485E-05
   308   0.348071E+04   0.105110E+02   0.000000E+00   0.108059E+03   0.360637E-07   0.597876E-04   0.101458E-05
   309   0.344734E+04   0.106965E+02   0.000000E+00   0.107867E+03   0.359225E-07   0.593216E-04   0.102421E-05
   310   0.341399E+04   0.108826E+02   0.000000E+00   0.107635E+03   0.357821E-07   0.588523E-04   0.103375E-05
   311   0.338070E+04   0.110693E+02   0.000000E+00   0.107362E+03   0.356425E-07   0.583800E-04   0.104320E-05
   312   0.334746E+04   0.112564E+02   0.000000E+00   0.107051E+03   0.355036E-07   0.579047E-04   0.105254E-05
   313   0.331430E+04   0.114440E+02   0.000000E+00   0.106701E+03   0.353656E-07   0.574268E-04   0.106178E-05
   314   0.328123E+04   0.116318E+02   0.000000E+00   0.106312E+03   0.352283E-07   0.569465E-04   0.107091E-05
   315   0.324824E+04   0.118199E+02   0.000000E+00   0.105886E+03   0.350918E-07   0.564639E-04   0.107994E-05
   316   0.321538E+04   0.120083E+02   0.000000E+00   0.105421E+03   0.349561E-07   0.559792E-04   0.108884E-05
   317   0.318264E+04   0.121968E+02   0.000000E+00   0.104921E+03   0.348211E-07   0.554927E-04   0.109763E-05
   318   0.315005E+04   0.123853E+02   0.000000E+00   0.104384E+03   0.346870E-07   0.550045E-04   0.110630E-05
   319   0.311760E+04   0.125738E+02   0.000000E+00   0.103810E+03   0.345536E-07   0.545149E-04   0.111484E-05
   320   0.308532E+04   0.127624E+02   0.000000E+00   0.103201E+03   0.344209E-07   0.540241E-04   0.112326E-05
   321   0.305322E+04   0.129508E+02   0.000000E+00   0.102558E+03   0.342891E-07   0.535323E-04   0.113154E-05
   322   0.302130E+04   0.131389E+02   0.000000E+00   0.101879E+03   0.341580E-07   0.530396E-04   0.113969E-05
   323   0.298960E+04   0.133268E+02   0.000000E+00   0.101167E+03   0.340276E-07   0.525464E-04   0.114769E-05
   324   0.295810E+04   0.135143E+02   0.000000E+00   0.100422E+03   0.338981E-07   0.520527E-04   0.115556E-05
   325   0.292684E+04   0.137014E+02   0.000000E+00   0.996444E+02   0.337693E-07   0.515589E-04   0.116327E-05
   326   0.289581E+04   0.138881E+02   0.000000E+00   0.988349E+02   0.336412E-07   0.510650E-04   0.117084E-05
   327   0.286503E+04   0.140742E+02   0.000000E+00   0.979933E+02   0.335139E-07   0.505714E-04   0.117825E-05
   328   0.283452E+04   0.142596E+02   0.000000E+00   0.971209E+02   0.333874E-07   0.500782E-04   0.118551E-05
   329   0.280429E+04   0.144444E+02   0.000000E+00   0.962195E+02   0.332616E-07   0.495856E-04   0.119260E-05
   330   0.277434E+04   0.146283E+02   0.000000E+00   0.952881E+02   0.331366E-07   0.490938E-04   0.119953E-05
   331   0.274469E+04   0.148114E+02   0.000000E+00   0.943279E+02   0.330124E-07   0.486031E-04   0.120630E-05
   332   0.271536E+04   0.149937E+02   0.000000E+00   0.933392E+02   0.328888E-07   0.481136E-04   0.121289E-05
   333   0.268634E+04   0.151749E+02   0.000000E+00   0.923242E+02   0.327661E-07   0.476256E-04   0.121930E-05
   334   0.265765E+04   0.153550E+02   0.000000E+00   0.912823E+02   0.326441E-07   0.471392E-04   0.122554E-05
   335   0.262932E+04   0.155340E+02   0.000000E+00   0.902149E+02   0.325228E-07   0.466547E-04   0.123159E-05
   336   0.260134E+04   0.157117E+02   0.000000E+00   0.891223E+02   0.324023E-07   0.461723E-04   0.123746E-05
   337   0.257373E+04   0.158882E+02   0.000000E+00   0.880065E+02   0.322825E-07   0.456921E-04   0.124314E-05
   338   0.254649E+04   0.160634E+02   0.000000E+00   0.868672E+02   0.321635E-07   0.452144E-04   0.124862E-05
   339   0.251965E+04   0.162372E+02   0.000000E+00   0.857063E+02   0.320452E-07   0.447394E-04   0.125391E-05
   340   0.249321E+04   0.164095E+02   0.000000E+00   0.845241E+02   0.319277E-07   0.442673E-04   0.125900E-05
   341   0.246718E+04   0.165803E+02   0.000000E+00   0.833213E+02   0.318109E-07   0.437982E-04   0.126388E-05
   342   0.244156E+04   0.167493E+02   0.000000E+00   0.820981E+02   0.316948E-07   0.433325E-04   0.126856E-05
   343   0.241638E+04   0.169167E+02   0.000000E+00   0.808566E+02   0.315795E-07   0.428703E-04   0.127303E-05
   344   0.239162E+04   0.170822E+02   0.000000E+00   0.795964E+02   0.314649E-07   0.424118E-04   0.127728E-05
   345   0.236731E+04   0.172459E+02   0.000000E+00   0.783187E+02   0.313510E-07   0.419572E-04   0.128131E-05
   346   0.234345E+04   0.174076E+02   0.000000E+00   0.770239E+02   0.312379E-07   0.415067E-04   0.128512E-05
   347   0.232004E+04   0.175672E+02   0.000000E+00   0.757132E+02   0.311254E-07   0.410606E-04   0.128871E-05
   348   0.229710E+04   0.177247E+02   0.000000E+00   0.743871E+02   0.310138E-07   0.406190E-04   0.129207E-05
   349   0.227464E+04   0.178800E+02   0.000000E+00   0.730482E+02   0.309028E-07   0.401821E-04   0.129519E-05
   350   0.225267E+04   0.180331E+02   0.000000E+00   0.716962E+02   0.307926E-07   0.397502E-04   0.129808E-05
   351   0.223120E+04   0.181840E+02   0.000000E+00   0.703329E+02   0.306831E-07   0.393234E-04   0.130073E-05
   352   0.221023E+04   0.183326E+02   0.000000E+00   0.689586E+02   0.305743E-07   0.389016E-04   0.130316E-05
   353   0.218977E+04   0.184788E+02   0.000000E+00   0.675729E+02   0.304662E-07   0.384848E-04   0.130536E-05
   354   0.216980E+04   0.186227E+02   0.000000E+00   0.661775E+02   0.303588E-07   0.380728E-04   0.130737E-05
   355   0.215035E+04   0.187640E+02   0.000000E+00   0.647710E+02   0.302521E-07   0.376657E-04   0.130918E-05
   356   0.213140E+04   0.189028E+02   0.000000E+00   0.633538E+02   0.301461E-07   0.372632E-04   0.131081E-05
   357   0.211294E+04   0.190389E+02   0.000000E+00   0.619260E+02   0.300408E-07   0.368653E-04   0.131228E-05
   358   0.209499E+04   0.191725E+02   0.000000E+00   0.604879E+02   0.299361E-07   0.364718E-04   0.131359E-05
   359   0.207752E+04   0.193031E+02   0.000000E+00   0.590389E+02   0.298320E-07   0.360828E-04   0.131475E-05
   360   0.206055E+04   0.194310E+02   0.000000E+00   0.575801E+02   0.297286E-07   0.356980E-04   0.131578E-05
   361   0.204407E+04   0.195560E+02   0.000000E+00   0.561098E+02   0.296259E-07   0.353175E-04   0.131669E-05
   362   0.202807E+04   0.196780E+02   0.000000E+00   0.546295E+02   0.295238E-07   0.349410E-04   0.131749E-05
   363   0.201257E+04   0.197969E+02   0.000000E+00   0.531391E+02   0.294222E-07   0.345686E-04   0.131820E-05
   364   0.199754E+04   0.199129E+02   0.000000E+00   0.516389E+02   0.293213E-07   0.342001E-04   0.131882E-05
   365   0.198300E+04   0.200256E+02   0.000000E+00   0.501292E+02   0.292210E-07   0.338353E-04   0.131937E-05
   366   0.196893E+04   0.201352E+02   0.000000E+00   0.486102E+02   0.291213E-07   0.334743E-04   0.131985E-05
   367   0.195535E+04   0.202416E+02   0.000000E+00   0.470820E+02   0.290222E-07   0.331170E-04   0.132029E-05
   368   0.194223E+04   0.203447E+02   0.000000E+00   0.455452E+02   0.289236E-07   0.327632E-04   0.132069E-05
   369   0.192958E+04   0.204446E+02   0.000000E+00   0.439998E+02   0.288256E-07   0.324128E-04   0.132107E-05
   370   0.191741E+04   0.205409E+02   0.000000E+00   0.424461E+02   0.287282E-07   0.320657E-04   0.132143E-05
   371   0.190569E+04   0.206340E+02   0.000000E+00   0.408844E+02   0.286313E-07   0.317219E-04   0.132179E-05
   372   0.189443E+04   0.207236E+02   0.000000E+00   0.393149E+02   0.285349E-07   0.313813E-04   0.132216E-05
   373   0.188363E+04   0.208097E+02   0.000000E+00   0.377379E+02   0.284391E-07   0.310437E-04   0.132255E-05
   374   0.187327E+04   0.208923E+02   0.000000E+00   0.361536E+02   0.283438E-07   0.307090E-04   0.132298E-05
   375   0.186336E+04   0.209714E+02   0.000000E+00   0.345622E+02   0.282490E-07   0.303773E-04   0.132345E-05
   376   0.185389E+04   0.210468E+02   0.000000E+00   0.329640E+02   0.281547E-07   0.300482E-04   0.132398E-05
   377   0.184485E+04   0.211186E+02   0.000000E+00   0.313592E+02   0.280609E-07   0.297219E-04   0.132458E-05
   378   0.183624E+04   0.211867E+02   0.000000E+00   0.297481E+02   0.279676E-07   0.293982E-04   0.132526E-05
   379   0.182806E+04   0.212509E+02   0.000000E+00   0.281308E+02   0.278747E-07   0.290769E-04   0.132604E-05
   380   0.182030E+04   0.213114E+02   0.000000E+00   0.265076E+02   0.277823E-07   0.287581E-04   0.132692E-05
   381   0.181296E+04   0.213681E+02   0.000000E+00   0.248788E+02   0.276904E-07   0.284415E-04   0.132792E-05
   382   0.180602E+04   0.214208E+02   0.000000E+00   0.232445E+02   0.275989E-07   0.281271E-04   0.132905E-05
   383   0.179950E+04   0.214697E+02   0.000000E+00   0.216052E+02   0.275079E-07   0.278148E-04   0.133032E-05
   384   0.179337E+04   0.215147E+02   0.000000E+00   0.199610E+02   0.274173E-07   0.275046E-04   0.133174E-05
   385   0.178762E+04   0.215557E+02   0.000000E+00   0.183124E+02   0.273271E-07   0.271963E-04   0.133333E-05
   386   0.178227E+04   0.215929E+02   0.000000E+00   0.166597E+02   0.272374E-07   0.268897E-04   0.133509E-05
   387   0.177730E+04   0.216261E+02   0.000000E+00   0.150032E+02   0.271480E-07   0.265849E-04   0.133704E-05
   388   0.177269E+04   0.216554E+02   0.000000E+00   0.133432E+02   0.270590E-07   0.262818E-04   0.133920E-05
   389   0.176844E+04   0.216809E+02   0.000000E+00   0.116801E+02   0.269704E-07   0.259801E-04   0.134156E-05
   390   0.176456E+04   0.217023E+02   0.000000E+00   0.100141E+02   0.268822E-07   0.256799E-04   0.134415E-05
   391   0.176103E+04   0.217199E+02   0.000000E+00   0.834556E+01   0.267944E-07   0.253811E-04   0.134698E-05
   392   0.175783E+04   0.217334E+02   0.000000E+00   0.667475E+01   0.267069E-07   0.250835E-04   0.135006E-05
   393   0.175497E+04   0.217430E+02   0.000000E+00   0.500191E+01   0.266198E-07   0.247871E-04   0.135339E-05
   394   0.175243E+04   0.217486E+02   0.000000E+00   0.332727E+01   0.265330E-07   0.244917E-04   0.135700E-05
   395   0.175021E+04   0.217501E+02   0.000000E+00   0.165119E+01   0.264466E-07   0.241973E-04   0.136089E-05
   396   0.174829E+04   0.217476E+02   0.000000E+00  -0.260906E-01   0.263604E-07   0.239037E-04   0.136508E-05
   397   0.174668E+04   0.217411E+02   0.000000E+00  -0.170430E+01   0.262746E-07   0.236109E-04   0.136957E-05
   398   0.174535E+04   0.217306E+02   0.000000E+00  -0.338320E+01   0.261891E-07   0.233188E-04   0.137439E-05
   399   0.174432E+04   0.217159E+02   0.000000E+00  -0.506252E+01   0.261039E-07   0.230273E-04   0.137953E-05
   400   0.174356E+04   0.216974E+02   0.000000E+00  -0.674201E+01   0.260190E-07   0.227363E-04   0.138502E-05
   401   0.174307E+04   0.216747E+02   0.000000E+00  -0.842130E+01   0.259344E-07   0.224457E-04   0.139086E-05
   402   0.174286E+04   0.216480E+02   0.000000E+00  -0.100995E+02   0.258500E-07   0.221555E-04   0.139703E-05
   403   0.174291E+04   0.216174E+02   0.000000E+00  -0.117758E+02   0.257659E-07   0.218659E-04   0.140352E-05
